ParameterID,OLD_Fragrances,OLD_Phthalates,OLD_Flame Retardant,OLD_Pesticides,OLD_Volatile Organic Compounds (VOCs),OLD_Polycyclic Aromatic Hydrocarbons (PAHs),OLD_Chemicals in Commerce,OLD_Polychlorinated Biphenyl,OLD_Dioxins and Furans,OLD_Pharmacological,OLD_Personal Care,OLD_Consumer Products,NEW_Consumer & Personal Care Products,NEW_Flame Retardants,NEW_Agricultural & Pharmaceutical Chemicals,NEW_Industrial & Commercial Chemicals,"NEW_Pollutants from burning fuels, soot, smoke",NEW_Persistent Organic Pollutants (POPs),MultipleClassifications,ParameterName,CasNumber
678,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,TRUE,Pyrene,129-00-0
850,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"indeno[1,2,3-cd]pyrene",193-39-5
957,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,perylene,198-55-0
300291,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"dibenzo[a,h]pyrene",189-64-0
300293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"dibenzo[a,l]pyrene",191-30-0
300312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,9-methylanthracene,779-02-2
300315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"2,3-dimethylanthracene",613-06-9
300316,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"9,10-dimethylanthracene",781-43-1
300317,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"3,6-dimethylphenanthrene",1576-67-6
300318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,triphenylene,217-59-4
300321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"Naphtho[2,3-b]fluoranthene",206-06-4
300327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"naphtho[2,3-a]pyrene",196-42-9
300329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"naphtho[1,2-b]fluoranthene",111189-32-3
300330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"dibenzo[e,l]pyrene",192-51-8
300333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"naphtho[2,3-k]fluoranthene",207-18-1
300334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,benzo[b]perylene,197-70-6
300335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,benzo[a]chrysene,213-46-7
300336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,coronene,191-07-1
300377,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"dibenzo[a,e]fluoranthene",5385-75-1
300387,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"1,2-dimethylnaphthalene",573-98-8
300388,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,TRUE,dibenzothiophene,132-65-0
300389,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,2-methylphenanthrene,2531-84-2
300390,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,2-methylanthracene,613-12-7
300391,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,retene,483-65-8
300392,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,1-methylpyrene,2381-21-7
300406,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"dibenzo[a,i]pyrene",189-55-9
300503,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,anthanthrene,191-26-4
300505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,benzo[c]fluorene,205-12-9
300685,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"2,6-dimethylnaphthalene",581-42-0
300739,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,cyclopenta[cd]pyrene,27208-37-3
302095,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"1,8-dimethylnaphthalene",569-41-5
302096,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"1,4-dimethylnaphthalene",571-58-4
302097,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"1,5-dimethylnaphthalene",571-61-9
302100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,2-ethylnaphthalene,939-27-5
302101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"2,6-diethylnaphthalene",59919-41-4
302298,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,5-methylchrysene,3697-24-3
302299,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,benzo[a]fluorene,238-84-6
302300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,benzo[b]fluorene,243-17-4
302301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,benz[j] and [e]aceanthrylene,202-33-5 & 199-54-2
303503,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"1,6 and 1,3-Dimethylnaphthalene",575-43-9 & 575-41-7
305075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"Naphtho[2,3-j] and [1,2-k]fluoranthene",205-83-4 & 238-04-0
60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"1,4-Naphthoquinone",130-15-4
71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,1-Naphthylamine,134-32-7
84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 201,40186-71-8
85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 98,60233-25-2
89,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TRUE,"2,3,4,6-Tetrachlorophenol",58-90-2
90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,FALSE,"2,3,4,7,8-Pentachlorodibenzofuran",57117-31-4
92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,"2,3,7,8-TCDD",1746-01-6
101,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TRUE,"2,4,5-Trichlorophenol",95-95-4
102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,"2,4,5-Trimethylaniline",137-17-7
104,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TRUE,"2,4,6-Trichlorophenol",88-06-2
109,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TRUE,"2,4-Dichlorophenol",120-83-2
111,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,TRUE,"2,4-Dimethylphenol",105-67-9
114,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,FALSE,"2,4'-DDD",53-19-0
115,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,"2,4'-DDE",3424-82-6
116,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,"2,4'-DDT",789-02-6
118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,"2,6-Dichlorophenol",87-65-0
134,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TRUE,2-Chlorophenol,95-57-8
148,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,2-Methylphenol,95-48-7
150,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,TRUE,2-Naphthylamine,91-59-8
151,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,2-Nitroaniline,88-74-4
152,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,2-Nitrophenol,88-75-5
160,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,"3,3'-Dimethoxybenzidine",119-90-4
165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,3-Hydroxycarbofuran,16655-82-6
167,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,m-Cresol,108-39-4
168,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,3-Nitroaniline,99-09-2
175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,"4,4'-Oxydianiline",101-80-4
176,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TRUE,"4,6-Dinitro-o-cresol (DNOC)",534-52-1
178,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,4-Aminobiphenyl,92-67-1
184,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TRUE,4-Chloro-3-methylphenol,59-50-7
185,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TRUE,4-Chloroaniline,106-47-8
186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,4-Chlorophenyl phenyl ether,7005-72-3
189,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,4-Methylphenol,106-44-5
190,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,4-Nitroaniline,100-01-6
191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,4-Nitrobiphenyl,92-93-3
192,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TRUE,4-Nitrophenol,100-02-7
194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,p-Nitrotoluene,99-99-0
200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,5-Nitroacenaphthene,602-87-9
236,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Ametryne,834-12-8
238,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Aminocarb,2032-59-9
245,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Anilazine,101-05-3
246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,Aniline,62-53-3
251,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Aramite,140-57-8
254,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Atraton,1610-17-9
259,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,FALSE,Azinphos-methyl,86-50-0
260,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TRUE,Azobenzene,103-33-3
262,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Barban,101-27-9
264,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Propoxur,114-26-1
265,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Bentazone,25057-89-0
271,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,Benzidine,92-87-5
298,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Bromacil,314-40-9
306,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Bromoxynil,1689-84-5
309,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Butachlor,23184-66-9
312,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Butylate,2008-41-5
353,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,TRUE,Carbaryl,63-25-2
354,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,Carbazole,86-74-8
355,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Carbofuran,1563-66-2
361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Carbophenothion,786-19-6
362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Carboxin,5234-68-4
371,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Chlorfenvinphos,470-90-6
387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Chlorpropham,101-21-3
395,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,cis-Nonachlor,5103-73-1
402,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Coumaphos,56-72-4
404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Crotoxyphos,7700-17-6
410,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Cycloate,1134-23-2
425,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Demeton-s,126-75-0
437,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,FALSE,Dibenzofuran,132-64-9
443,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Dicamba,1918-00-9
444,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,TRUE,Dichlone,117-80-6
445,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TRUE,Dichloran,99-30-9
447,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Dichlorprop,120-36-5
448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Dichlorvos,62-73-7
449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Dicrotophos,141-66-2
463,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,FALSE,Diethylstilbestrol,56-53-1
465,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,Diethylene glycol,111-46-6
470,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TRUE,Fenarimol,60168-88-9
471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Fensulfothion,115-90-2
472,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Fenthion,55-38-9
473,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Fenuron,101-42-8
479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Fluchloralin,33245-39-5
480,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Fluometuron,2164-17-2
484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Fluridone,59756-60-4
531,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Kepone,143-50-0
538,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Leptophos,21609-90-5
540,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Linuron,330-55-2
557,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Merphos,150-50-5
565,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Methiocarb,2032-65-7
566,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Methomyl,16752-77-5
574,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Methyl paraoxon,950-35-6
594,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Naled,300-76-5
603,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,TRUE,Nicotine,54-11-5
611,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Nitrofen,1836-75-5
614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Norflurazon,27314-13-2
620,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,o-Toluidine,95-53-4
625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Octamethyl pyrophosphoramide,152-16-9
638,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,FALSE,Phenol,108-95-2
643,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Phosalone,2310-17-0
645,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Phosphamidon,13171-21-6
664,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Promecarb,2631-37-0
665,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Prometon,1610-18-0
666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Prometryn,7287-19-6
667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Propyzamide,23950-58-5
670,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Propazine,139-40-2
671,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Propham,122-42-9
676,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Prothiofos,34643-46-4
680,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,Quinoline,91-22-5
688,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Fenchlorphos,299-84-3
698,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Thionazin,297-97-2
751,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Dinocap,39300-45-3
752,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Dinoseb,88-85-7
753,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Dioxacarb,6988-21-2
754,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Diphenylamine,122-39-4
755,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Diphenamid,957-51-7
759,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Disulfoton,298-04-4
760,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Disulfoton sulfone,2497-06-5
762,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Diuron,330-54-1
773,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,FALSE,EPN,2104-64-5
774,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,EPTC,759-94-4
793,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Terrazole,2593-15-9
798,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Famphur,52-85-7
824,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,FALSE,Hexachlorophene,70-30-4
830,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Hexazinone,51235-04-2
858,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Metribuzin,21087-64-9
859,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Mevinphos,7786-34-7
866,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Molinate,2212-67-1
868,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Monocrotophos,6923-22-4
908,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Oxamyl,23135-22-0
911,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Oxychlordane,27304-13-8
949,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Pebulate,1114-71-2
950,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TRUE,Pentachlorobenzene,608-93-5
953,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TRUE,Pentachlorophenol,87-86-5
956,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Permethrin,52645-53-1
964,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Secbumeton,26259-45-0
975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Simetryn,1014-70-6
992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Sulfotep,3689-24-5
996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Sulprofos,35400-43-2
997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Swep,1918-18-9
998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Sulfallate,95-06-7
1001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Tebuthiuron,34014-18-1
1005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Terbacil,5902-51-2
1006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Terbufos,13071-79-9
1007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Terbuthylazine,5915-41-3
1008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Terbutryn,886-50-0
1017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,FALSE,Tetraethyl pyrophosphate,107-49-3
1023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,Tri-p-tolyl phosphate,78-32-0
1026,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Triallate,2303-17-5
1030,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Trichloronate,327-98-0
1032,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Tricyclazole,41814-78-2
1051,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Vernolate,1929-77-7
1250,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,"2,4,6-Tribromophenol",118-79-6
1264,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TRUE,Biphenyl,92-52-4
1933,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Ethoprophos,13194-48-4
1974,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 5,16605-91-7
1991,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Cyanazine,21725-46-2
1992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Triadimefon,43121-43-3
300219,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,PBB 15,92-86-4
300222,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,TRUE,"alpha, alpha-Dibromo-m-xylene",626-15-3
300226,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,Bisphenol A,80-05-7
300228,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Ethiofencarb,29973-13-5
300229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Methiocarb Sulfone,2179-25-1
300230,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,TRUE,Napropamide,15299-99-7
300235,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Tebuconazole,107534-96-3
300236,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Myclobutanil,88671-89-0
300245,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Deltamethrin,52918-63-5
300251,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Methamidophos,10265-92-6
300252,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,Pirimiphos-methyl,29232-93-7
300266,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 103,60145-21-3
300267,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 183,52663-69-1
300268,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 170,35065-30-6
300269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 158,74472-42-7
300270,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 138,35065-28-2
300271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 128,38380-07-3
300272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 126,57465-28-8
300273,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 118,31508-00-6
300274,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 105,32598-14-4
300275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 99,38380-01-7
300276,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 82,52663-62-4
300277,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 77,32598-13-3
300278,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 37,38444-90-5
300279,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 166,41411-63-6
300280,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 49,41464-40-8
300281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 180,35065-29-3
300282,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 156,38380-08-4
300283,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 153,35065-27-1
300284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 101,37680-73-2
300285,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 52,35693-99-3
300286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 7,33284-50-3
300288,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 169,32774-16-6
300289,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FALSE,PCB 114,74472-37-0
300295,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,TRUE,"9,10-Anthraquinone",84-65-1
300296,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,TRUE,"9,10-Phenanthrenequinone",84-11-7
