cas_rn,see_details,endocrine_toxicity,respiratory_toxicity,carcinogenicity,genotoxicity,reproductive_toxicity,developmental_toxicity,neurotoxicity,pbt,tot_haz
32774-16-6,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21164,0,0,0,0,0,0,0,1,1
74472-37-0,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=22107,0,0,0,0,0,0,0,1,1
189-64-0,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=20977,0,0,1,0,0,0,0,1,2
189-64-0,NA,0,0,1,0,0,0,0,0,1
191-30-0,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=20980,0,0,1,0,0,0,0,0,1
191-30-0,NA,0,0,1,0,0,0,0,0,1
84-65-1,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=22293,0,0,1,0,0,0,0,0,1
84-11-7,NA,0,0,0,0,0,0,0,0,0
1090-13-7,NA,0,0,0,0,0,0,0,0,0
2498-66-0,NA,0,0,0,0,0,0,0,0,0
82-05-3,NA,0,0,0,0,0,0,0,0,0
5737-13-3,NA,0,0,0,0,0,0,0,0,0
3074-00-8,NA,0,0,0,0,0,0,0,0,0
82-86-0,NA,0,0,0,0,0,0,0,0,0
569-15-3,NA,0,0,0,0,0,0,0,0,0
635-12-1,NA,0,0,0,0,0,0,0,0,0
486-25-9,NA,0,0,0,0,0,0,0,0,0
109699-80-1,NA,0,0,0,0,0,0,0,0,0
779-02-2,NA,0,0,0,0,0,0,0,0,0
613-06-9,NA,0,0,0,0,0,0,0,0,0
781-43-1,NA,0,0,0,0,0,0,0,0,0
1576-67-6,NA,0,0,0,0,0,0,0,0,0
217-59-4,NA,0,0,0,0,0,0,0,0,0
196-42-9,NA,0,0,0,0,0,0,0,0,0
193-09-9,NA,0,0,0,0,0,0,0,0,0
111189-32-3,NA,0,0,0,0,0,0,0,0,0
192-51-8,NA,0,0,0,0,0,0,0,0,0
207-18-1,NA,0,0,0,0,0,0,0,0,0
197-70-6,NA,0,0,0,0,0,0,0,0,0
213-46-7,NA,0,0,0,0,0,0,0,0,0
191-07-1,NA,0,0,0,0,0,0,0,0,0
479-79-8,NA,0,0,0,0,0,0,0,0,0
7496-8-2,NA,0,0,0,0,0,0,0,0,0
42397-65-9,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21260,0,0,1,0,0,0,0,0,1
42397-65-9,NA,0,0,1,0,0,0,0,0,1
42397-64-8,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21259,0,0,1,0,0,0,0,0,1
5385-75-1,NA,0,0,0,0,0,0,0,0,0
34883-43-7,NA,0,0,0,0,0,0,0,0,0
575-43-9,NA,0,0,0,0,0,0,0,0,0
573-98-8,NA,0,0,0,0,0,0,0,0,0
132-65-0,NA,0,0,0,0,0,0,0,0,0
2531-84-2,NA,0,0,0,0,0,0,0,0,0
613-12-7,NA,0,0,0,0,0,0,0,0,0
483-65-8,NA,0,0,0,0,0,0,0,0,0
2381-21-7,NA,0,0,0,0,0,0,0,0,0
189-55-9,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=20976,0,0,1,0,0,0,0,1,2
189-55-9,NA,0,0,1,0,0,0,0,0,1
205-83-4,NA,0,0,0,0,0,0,0,0,0
7012-37-5,NA,0,0,0,0,0,0,0,0,0
41464-39-5,NA,0,0,0,0,0,0,0,0,0
33025-41-1,NA,0,0,0,0,0,0,0,0,0
32598-11-1,NA,0,0,0,0,0,0,0,0,0
32690-93-0,NA,0,0,0,0,0,0,0,0,0
38380-02-8,NA,0,0,0,0,0,0,0,0,0
52663-64-6,NA,0,0,0,0,0,0,0,0,0
52663-68-0,NA,0,0,0,0,0,0,0,0,0
39635-31-9,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21238,0,0,0,0,0,0,0,1,1
191-26-4,NA,0,0,0,0,0,0,0,0,0
205-12-9,NA,0,0,0,0,0,0,0,0,0
115-32-2,NA,0,0,0,0,0,0,0,0,0
72-56-0,NA,0,0,0,0,0,0,0,0,0
2642-71-9,NA,1,0,0,0,0,0,0,0,1
2050-68-2,NA,0,0,0,0,0,0,0,0,0
66230-04-4,NA,0,0,0,0,0,0,0,0,0
51630-58-1,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=25713,0,0,0,0,0,0,1,0,1
51630-58-1,NA,0,0,1,0,0,0,0,0,1
60207-90-1,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=25486,0,0,0,0,1,0,0,0,1
126-73-8,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=25515,0,0,0,0,0,0,1,0,1
19666-30-9,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23290,0,0,1,0,0,1,0,0,2
134-62-3,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23188,0,0,0,0,0,0,1,0,1
90-15-3,NA,0,0,0,0,0,0,0,0,0
581-42-0,NA,0,0,0,0,0,0,0,0,0
37680-65-2,NA,0,0,0,0,0,0,0,0,0
32598-10-0,NA,0,0,0,0,0,0,0,0,0
38379-99-6,NA,0,0,0,0,0,0,0,0,0
38380-03-9,NA,0,0,0,0,0,0,0,0,0
51908-16-8,NA,0,0,0,0,0,0,0,0,0
38380-04-0,NA,0,0,0,0,0,0,0,0,0
52663-63-5,NA,0,0,0,0,0,0,0,0,0
52663-70-4,NA,0,0,0,0,0,0,0,0,0
35694-08-7,NA,0,0,0,0,0,0,0,0,0
2052-5-7,NA,0,0,0,0,0,0,0,0,0
41318-75-6,NA,0,0,0,0,0,0,0,0,0
243982-82-3,NA,0,0,0,0,0,0,0,0,0
60348-60-9,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21456,0,0,0,0,0,0,1,0,1
68631-49-2,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21927,0,0,0,0,0,0,1,0,1
16606-02-3,NA,0,0,0,0,0,0,0,0,0
70362-45-7,NA,0,0,0,0,0,0,0,0,0
41464-43-1,NA,0,0,0,0,0,0,0,0,0
52663-61-3,NA,0,0,0,0,0,0,0,0,0
52663-66-8,NA,0,0,0,0,0,0,0,0,0
69782-90-7,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=22000,0,0,0,0,0,0,0,1,1
52663-72-6,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21326,0,0,0,0,0,0,0,1,1
52663-67-9,NA,0,0,0,0,0,0,0,0,0
2136-99-4,NA,0,0,0,0,0,0,0,0,0
147217-75-2,NA,0,0,0,0,0,0,0,0,0
5436-43-1,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21361,0,0,0,0,0,0,1,0,1
189084-61-5,NA,0,0,0,0,0,0,0,0,0
189084-63-7,NA,0,0,0,0,0,0,0,0,0
182346-21-0,NA,0,0,0,0,0,0,0,0,0
189084-64-8,NA,0,0,0,0,0,0,0,0,0
207122-15-4,NA,0,0,0,0,0,0,0,0,0
35854-94-5,NA,0,0,0,0,0,0,0,0,0
70424-68-9,NA,0,0,0,0,0,0,0,0,0
38380-05-1,NA,0,0,0,0,0,0,0,0,0
27208-37-3,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21106,0,0,1,0,0,0,0,0,1
74472-34-7,NA,0,0,0,0,0,0,0,0,0
74472-44-9,NA,0,0,0,0,0,0,0,0,0
2051-60-7,NA,0,0,0,0,0,0,0,0,0
2051-61-8,NA,0,0,0,0,0,0,0,0,0
2051-62-9,NA,0,0,0,0,0,0,0,0,0
13029-08-8,NA,0,0,0,0,0,0,0,0,0
25569-80-6,NA,0,0,0,0,0,0,0,0,0
34883-39-1,NA,0,0,0,0,0,0,0,0,0
33146-45-1,NA,0,0,0,0,0,0,0,0,0
2050-67-1,NA,0,0,0,0,0,0,0,0,0
2974-92-7,NA,0,0,0,0,0,0,0,0,0
2974-90-5,NA,0,0,0,0,0,0,0,0,0
34883-41-5,NA,0,0,0,0,0,0,0,0,0
38444-78-9,NA,0,0,0,0,0,0,0,0,0
37680-66-3,NA,0,0,0,0,0,0,0,0,0
38444-73-4,NA,0,0,0,0,0,0,0,0,0
38444-84-7,NA,0,0,0,0,0,0,0,0,0
55702-46-0,NA,0,0,0,0,0,0,0,0,0
38444-85-8,NA,0,0,0,0,0,0,0,0,0
55720-44-0,NA,0,0,0,0,0,0,0,0,0
55702-45-9,NA,0,0,0,0,0,0,0,0,0
55712-37-3,NA,0,0,0,0,0,0,0,0,0
38444-81-4,NA,0,0,0,0,0,0,0,0,0
38444-76-7,NA,0,0,0,0,0,0,0,0,0
15862-07-4,NA,0,0,0,0,0,0,0,0,0
35693-92-6,NA,0,0,0,0,0,0,0,0,0
38444-77-8,NA,0,0,0,0,0,0,0,0,0
38444-86-9,NA,0,0,0,0,0,0,0,0,0
37680-68-5,NA,0,0,0,0,0,0,0,0,0
37680-69-6,NA,0,0,0,0,0,0,0,0,0
38444-87-0,NA,0,0,0,0,0,0,0,0,0
53555-66-1,NA,0,0,0,0,0,0,0,0,0
38444-88-1,NA,0,0,0,0,0,0,0,0,0
38444-93-8,NA,0,0,0,0,0,0,0,0,0
52663-59-9,NA,0,0,0,0,0,0,0,0,0
36559-22-5,NA,0,0,0,0,0,0,0,0,0
70362-46-8,NA,0,0,0,0,0,0,0,0,0
41464-47-5,NA,0,0,0,0,0,0,0,0,0
2437-79-8,NA,0,0,0,0,0,0,0,0,0
70362-47-9,NA,0,0,0,0,0,0,0,0,0
62796-65-0,NA,0,0,0,0,0,0,0,0,0
68194-04-7,NA,0,0,0,0,0,0,0,0,0
41464-41-9,NA,0,0,0,0,0,0,0,0,0
15968-05-5,NA,0,0,0,0,0,0,0,0,0
74338-24-2,NA,0,0,0,0,0,0,0,0,0
70424-67-8,NA,0,0,0,0,0,0,0,0,0
41464-49-7,NA,0,0,0,0,0,0,0,0,0
74472-33-6,NA,0,0,0,0,0,0,0,0,0
33284-53-6,NA,0,0,0,0,0,0,0,0,0
54230-22-7,NA,0,0,0,0,0,0,0,0,0
52663-58-8,NA,0,0,0,0,0,0,0,0,0
33284-54-7,NA,0,0,0,0,0,0,0,0,0
73575-53-8,NA,0,0,0,0,0,0,0,0,0
73575-52-7,NA,0,0,0,0,0,0,0,0,0
60233-24-1,NA,0,0,0,0,0,0,0,0,0
41464-46-4,NA,0,0,0,0,0,0,0,0,0
41464-42-0,NA,0,0,0,0,0,0,0,0,0
74338-23-1,NA,0,0,0,0,0,0,0,0,0
32598-12-2,NA,0,0,0,0,0,0,0,0,0
70362-48-0,NA,0,0,0,0,0,0,0,0,0
70362-49-1,NA,0,0,0,0,0,0,0,0,0
41464-48-6,NA,0,0,0,0,0,0,0,0,0
33284-52-5,NA,0,0,0,0,0,0,0,0,0
70362-50-4,NA,0,0,0,0,0,0,0,0,0
60145-20-2,NA,0,0,0,0,0,0,0,0,0
52663-60-2,NA,0,0,0,0,0,0,0,0,0
65510-45-4,NA,0,0,0,0,0,0,0,0,0
55312-69-1,NA,0,0,0,0,0,0,0,0,0
55215-17-3,NA,0,0,0,0,0,0,0,0,0
73575-57-2,NA,0,0,0,0,0,0,0,0,0
68194-07-0,NA,0,0,0,0,0,0,0,0,0
68194-05-8,NA,0,0,0,0,0,0,0,0,0
73575-56-1,NA,0,0,0,0,0,0,0,0,0
73575-55-0,NA,0,0,0,0,0,0,0,0,0
73575-54-9,NA,0,0,0,0,0,0,0,0,0
41464-51-1,NA,0,0,0,0,0,0,0,0,0
68194-06-9,NA,0,0,0,0,0,0,0,0,0
56558-16-8,NA,0,0,0,0,0,0,0,0,0
70424-69-0,NA,0,0,0,0,0,0,0,0,0
70362-41-3,NA,0,0,0,0,0,0,0,0,0
74472-35-8,NA,0,0,0,0,0,0,0,0,0
39635-32-0,NA,0,0,0,0,0,0,0,0,0
74472-36-9,NA,0,0,0,0,0,0,0,0,0
68194-10-5,NA,0,0,0,0,0,0,0,0,0
74472-38-1,NA,0,0,0,0,0,0,0,0,0
18259-05-7,NA,0,0,0,0,0,0,0,0,0
68194-11-6,NA,0,0,0,0,0,0,0,0,0
56558-17-9,NA,0,0,0,0,0,0,0,0,0
68194-12-7,NA,0,0,0,0,0,0,0,0,0
56558-18-0,NA,0,0,0,0,0,0,0,0,0
76842-07-4,NA,0,0,0,0,0,0,0,0,0
65510-44-3,NA,0,0,0,0,0,0,0,0,0
70424-70-3,NA,0,0,0,0,0,0,0,0,0
74472-39-2,NA,0,0,0,0,0,0,0,0,0
39635-33-1,NA,0,0,0,0,0,0,0,0,0
55215-18-4,NA,0,0,0,0,0,0,0,0,0
61798-70-7,NA,0,0,0,0,0,0,0,0,0
35694-04-3,NA,0,0,0,0,0,0,0,0,0
52704-70-8,NA,0,0,0,0,0,0,0,0,0
52744-13-5,NA,0,0,0,0,0,0,0,0,0
38411-22-2,NA,0,0,0,0,0,0,0,0,0
35694-06-5,NA,0,0,0,0,0,0,0,0,0
56030-56-9,NA,0,0,0,0,0,0,0,0,0
59291-64-4,NA,0,0,0,0,0,0,0,0,0
52712-04-6,NA,0,0,0,0,0,0,0,0,0
41411-61-4,NA,0,0,0,0,0,0,0,0,0
68194-15-0,NA,0,0,0,0,0,0,0,0,0
68194-14-9,NA,0,0,0,0,0,0,0,0,0
74472-40-5,NA,0,0,0,0,0,0,0,0,0
68194-13-8,NA,0,0,0,0,0,0,0,0,0
74472-41-6,NA,0,0,0,0,0,0,0,0,0
68194-08-1,NA,0,0,0,0,0,0,0,0,0
68194-09-2,NA,0,0,0,0,0,0,0,0,0
60145-22-4,NA,0,0,0,0,0,0,0,0,0
33979-03-2,NA,0,0,0,0,0,0,0,0,0
39635-35-3,NA,0,0,0,0,0,0,0,0,0
41411-62-5,NA,0,0,0,0,0,0,0,0,0
74472-43-8,NA,0,0,0,0,0,0,0,0,0
39635-34-2,NA,0,0,0,0,0,0,0,0,0
74472-45-0,NA,0,0,0,0,0,0,0,0,0
74472-46-1,NA,0,0,0,0,0,0,0,0,0
59291-65-5,NA,0,0,0,0,0,0,0,0,0
52663-71-5,NA,0,0,0,0,0,0,0,0,0
52663-74-8,NA,0,0,0,0,0,0,0,0,0
68194-16-1,NA,0,0,0,0,0,0,0,0,0
38411-25-5,NA,0,0,0,0,0,0,0,0,0
40186-70-7,NA,0,0,0,0,0,0,0,0,0
52663-65-7,NA,0,0,0,0,0,0,0,0,0
74472-47-2,NA,0,0,0,0,0,0,0,0,0
60145-23-5,NA,0,0,0,0,0,0,0,0,0
74472-48-3,NA,0,0,0,0,0,0,0,0,0
52712-05-7,NA,0,0,0,0,0,0,0,0,0
74472-49-4,NA,0,0,0,0,0,0,0,0,0
74487-85-7,NA,0,0,0,0,0,0,0,0,0
41411-64-7,NA,0,0,0,0,0,0,0,0,0
74472-50-7,NA,0,0,0,0,0,0,0,0,0
74472-51-8,NA,0,0,0,0,0,0,0,0,0
69782-91-8,NA,0,0,0,0,0,0,0,0,0
52663-78-2,NA,0,0,0,0,0,0,0,0,0
42740-50-1,NA,0,0,0,0,0,0,0,0,0
33091-17-7,NA,0,0,0,0,0,0,0,0,0
68194-17-2,NA,0,0,0,0,0,0,0,0,0
52663-75-9,NA,0,0,0,0,0,0,0,0,0
52663-73-7,NA,0,0,0,0,0,0,0,0,0
52663-76-0,NA,0,0,0,0,0,0,0,0,0
74472-52-9,NA,0,0,0,0,0,0,0,0,0
74472-53-0,NA,0,0,0,0,0,0,0,0,0
40186-72-9,NA,0,0,0,0,0,0,0,0,0
52663-79-3,NA,0,0,0,0,0,0,0,0,0
52663-77-1,NA,0,0,0,0,0,0,0,0,0
77-73-6,NA,0,0,0,0,0,0,0,0,0
115-26-4,NA,0,0,0,0,0,0,0,0,0
95-68-1,NA,0,0,0,0,0,0,0,0,0
87-62-7,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=22362,0,0,1,0,0,0,0,0,1
2941-55-1,NA,0,0,0,0,0,0,0,0,0
108-42-9,NA,0,0,0,0,0,0,0,0,0
94-96-2,NA,0,0,0,0,0,0,0,0,0
93-71-0,NA,0,0,0,0,0,0,0,0,0
933-78-8,NA,0,0,0,0,0,0,0,0,0
1194-65-6,NA,0,0,0,0,0,0,0,0,0
37764-25-3,NA,0,0,0,0,0,0,0,0,0
122-59-8,NA,0,0,0,0,0,0,0,0,0
24579-73-5,NA,0,0,0,0,0,0,0,0,0
940-31-8,NA,0,0,0,0,0,0,0,0,0
626-43-7,NA,0,0,0,0,0,0,0,0,0
95-76-1,NA,1,0,0,0,0,0,0,0,1
30560-19-1,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23128,0,0,0,0,0,0,1,0,1
24934-91-6,NA,0,0,0,0,0,0,0,0,0
1929-82-4,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23282,0,0,1,0,0,1,0,0,2
1129-41-5,NA,0,0,0,0,0,0,0,0,0
52-68-6,NA,0,0,0,0,0,0,0,0,0
25013-16-5,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21064,0,0,1,0,0,0,0,0,1
62610-77-9,NA,0,0,0,0,0,0,0,0,0
90-43-7,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23287,0,0,1,0,0,0,0,0,1
90-43-7,NA,1,0,0,0,0,0,0,0,1
535-89-7,NA,0,0,0,0,0,0,0,0,0
6597-78-0,NA,0,0,0,0,0,0,0,0,0
112-56-1,NA,0,0,0,0,0,0,0,0,0
3547-33-9,NA,0,0,0,0,0,0,0,0,0
2631-40-5,NA,0,0,0,0,0,0,0,0,0
8065-62-1,NA,0,0,0,0,0,0,0,0,0
935-95-5,NA,0,0,0,0,0,0,0,0,0
23844-56-6,NA,0,0,0,0,0,0,0,0,0
96-45-7,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=22642,0,0,1,0,1,1,0,0,3
4901-51-3,NA,0,0,0,0,0,0,0,0,0
2436-73-9,NA,0,0,0,0,0,0,0,0,0
23560-59-0,NA,0,0,0,0,0,0,0,0,0
14437-17-3,NA,0,0,0,0,0,0,0,0,0
1113-02-6,NA,0,0,0,0,0,0,0,0,0
117-18-0,NA,0,0,0,0,0,0,0,0,0
57153-17-0,NA,0,0,0,0,0,0,0,0,0
919-86-8,NA,0,0,0,0,0,0,0,0,0
119-61-9,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=20641,0,0,1,0,0,0,0,0,1
1928-38-7,NA,0,0,0,0,0,0,0,0,0
5825-87-6,NA,0,0,0,0,0,0,0,0,0
6164-98-3,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23167,0,0,1,0,0,0,0,0,1
2655-15-4,NA,0,0,0,0,0,0,0,0,0
55283-68-6,NA,0,0,1,0,0,0,0,0,1
39196-18-4,NA,0,0,0,0,0,0,0,0,0
22781-23-3,NA,1,0,0,0,0,0,0,0,1
1861-40-1,NA,0,0,0,0,0,0,0,0,0
35256-85-0,NA,0,0,0,0,0,0,0,0,0
999055-03-7,NA,0,0,0,0,0,0,0,0,0
60825-26-5,NA,0,0,0,0,0,0,0,0,0
2876-78-0,NA,0,0,0,0,0,0,0,0,0
999035-03-9,NA,0,0,0,0,0,0,0,0,0
640-15-3,NA,0,0,0,0,0,0,0,0,0
13684-56-5,NA,0,0,0,0,0,0,0,0,0
533-74-4,NA,0,0,1,0,0,0,0,0,1
1825-21-4,NA,0,0,0,0,0,0,0,0,0
502-55-6,NA,0,0,0,0,0,0,0,0,0
2686-99-9,NA,0,0,0,0,0,0,0,0,0
91-53-2,NA,1,0,0,0,0,0,0,0,1
1967-16-4,NA,0,0,0,0,0,0,0,0,0
55290-64-7,NA,1,0,0,0,0,0,0,0,1
81777-89-1,NA,1,0,0,0,0,0,0,0,1
4841-20-7,NA,0,0,0,0,0,0,0,0,0
66215-27-8,NA,0,0,0,0,0,0,0,0,0
33693-04-8,NA,0,0,0,0,0,0,0,0,0
7286-84-2,NA,0,0,0,0,0,0,0,0,0
5903-13-9,NA,0,0,0,0,0,0,0,0,0
30979-48-7,NA,0,0,0,0,0,0,0,0,0
2163-69-1,NA,0,0,0,0,0,0,0,0,0
131-16-8,NA,0,0,0,0,0,0,0,0,0
2636-26-2,NA,0,0,0,0,0,0,0,0,0
57369-32-1,NA,0,0,0,0,0,0,0,0,0
1912-26-1,NA,0,0,0,0,0,0,0,0,0
944-22-9,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=25709,0,0,0,0,0,0,1,0,1
31218-83-4,NA,1,0,0,0,0,0,0,0,1
1928-37-6,NA,0,0,0,0,0,0,0,0,0
57153-18-1,NA,0,0,0,0,0,0,0,0,0
26399-36-0,NA,0,0,0,0,0,0,0,0,0
1420-07-1,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23201,0,0,0,0,1,0,0,0,1
53112-28-0,NA,0,0,0,0,0,0,0,0,0
83-26-1,NA,0,0,0,0,0,0,0,0,0
24691-80-3,NA,0,0,0,0,0,0,0,0,0
94-79-1,NA,0,0,0,0,0,0,0,0,0
29091-05-2,NA,0,0,0,0,0,0,0,0,0
42509-80-8,NA,1,0,0,0,0,0,0,0,1
16709-30-1,NA,0,0,0,0,0,0,0,0,0
38260-54-7,NA,0,0,0,0,0,0,0,0,0
1715-40-8,NA,0,0,0,0,0,0,0,0,0
115-31-1,NA,0,0,0,0,0,0,0,0,0
7286-69-3,NA,0,0,0,0,0,0,0,0,0
74782-23-3,NA,0,0,0,0,0,0,0,0,0
3369-52-6,NA,0,0,0,0,0,0,0,0,0
26087-47-8,NA,0,0,0,0,0,0,0,0,0
7287-36-7,NA,0,0,0,0,0,0,0,0,0
3060-89-7,NA,0,0,0,0,0,0,0,0,0
527-20-8,NA,0,0,0,0,0,0,0,0,0
2540-82-1,NA,0,0,0,0,0,0,0,0,0
18625-12-2,NA,0,0,0,0,0,0,0,0,0
60568-05-0,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23231,0,0,1,0,0,0,0,0,1
23103-98-2,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23306,0,0,1,0,0,0,0,0,1
6099-79-2,NA,0,0,0,0,0,0,0,0,0
34681-23-7,NA,0,0,0,0,0,0,0,0,0
575-36-0,NA,0,0,0,0,0,0,0,0,0
68505-69-1,NA,0,0,0,0,0,0,0,0,0
1014-69-3,NA,0,0,0,0,0,0,0,0,0
1918-13-4,NA,0,0,0,0,0,0,0,0,0
97-17-6,NA,0,0,0,0,0,0,0,0,0
50563-36-5,NA,0,0,0,0,0,0,0,0,0
22936-86-3,NA,0,0,0,0,0,0,0,0,0
74712-19-9,NA,0,0,0,0,0,0,0,0,0
2275-18-5,NA,0,0,0,0,0,0,0,0,0
61592-45-8,NA,0,0,0,0,0,0,0,0,0
34256-82-1,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23129,0,0,1,0,0,0,1,0,2
3878-19-1,NA,0,0,0,0,0,0,0,0,0
5598-13-0,NA,1,0,0,0,0,0,0,0,1
21757-82-4,NA,0,0,0,0,0,0,0,0,0
1918-11-2,NA,0,0,0,0,0,0,0,0,0
2164-2-9,NA,0,0,0,0,0,0,0,0,0
57018-04-9,NA,0,0,0,0,0,0,0,0,0
93-72-1,NA,0,0,0,0,0,0,0,0,0
1634-78-2,NA,0,0,0,0,0,0,0,0,0
34123-59-6,NA,0,0,0,0,0,0,0,0,0
1216-44-0,NA,0,0,0,0,0,0,0,0,0
644-64-4,NA,0,0,0,0,0,0,0,0,0
58138-08-2,NA,0,0,0,0,0,0,0,0,0
301-12-2,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23294,0,0,0,0,1,0,0,0,1
57837-19-1,NA,0,0,0,0,0,0,0,0,0
311-45-5,NA,0,0,0,0,0,0,0,0,0
2813-95-8,NA,0,0,0,0,0,0,0,0,0
86-86-2,NA,0,0,0,0,0,0,0,0,0
17040-19-6,NA,0,0,0,0,0,0,0,0,0
64529-56-2,NA,0,0,0,0,0,0,0,0,0
14143-55-6,NA,0,0,0,0,0,0,0,0,0
1689-83-4,NA,0,0,0,0,0,0,0,0,0
3204-27-1,NA,0,0,0,0,0,0,0,0,0
97886-45-8,NA,0,0,0,0,0,0,0,0,0
2797-51-5,NA,0,0,0,0,0,0,0,0,0
2307-68-8,NA,0,0,0,0,0,0,0,0,0
85785-20-2,NA,0,0,0,0,0,0,0,0,0
26225-79-6,NA,0,0,0,0,0,0,0,0,0
27605-76-1,NA,0,0,0,0,0,0,0,0,0
15545-48-9,NA,0,0,0,0,0,0,0,0,0
1085-98-9,NA,0,0,0,0,0,0,0,0,0
919-76-6,NA,0,0,0,0,0,0,0,0,0
28249-77-6,NA,0,0,0,0,0,0,0,0,0
4147-51-7,NA,0,0,0,0,0,0,0,0,0
42588-37-4,NA,0,0,0,0,0,0,0,0,0
87130-20-9,NA,0,0,0,0,0,0,0,0,0
67628-93-7,NA,0,0,0,0,0,0,0,0,0
90-98-2,NA,0,0,0,0,0,0,0,0,0
3244-90-4,NA,0,0,0,0,0,0,0,0,0
67564-91-4,NA,0,0,0,0,0,0,0,0,0
57052-04-7,NA,0,0,0,0,0,0,0,0,0
2463-84-5,NA,0,0,0,0,0,0,0,0,0
297-78-9,NA,0,0,0,0,0,0,0,0,0
28730-17-8,NA,0,0,0,0,0,0,0,0,0
16118-49-3,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=25413,0,0,0,0,1,0,0,0,1
36756-79-3,NA,0,0,0,0,0,0,0,0,0
80-38-6,NA,0,0,0,0,0,0,0,0,0
500-28-7,NA,0,0,0,0,0,0,0,0,0
27355-22-2,NA,0,0,0,0,0,0,0,0,0
10552-74-6,NA,0,0,0,0,0,0,0,0,0
5707-69-7,NA,0,0,0,0,0,0,0,0,0
299-86-5,NA,0,0,0,0,0,0,0,0,0
1593-77-7,NA,0,0,0,0,0,0,0,0,0
61213-25-0,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=25617,0,0,0,0,1,0,0,0,1
10544-50-0,NA,0,0,0,0,0,0,0,0,0
24691-76-7,NA,0,0,0,0,0,0,0,0,0
2104-96-3,NA,0,0,0,0,0,0,0,0,0
81-84-5,NA,0,0,0,0,0,0,0,0,0
33629-47-9,NA,1,0,0,0,0,0,0,0,1
3868-61-9,NA,0,0,0,0,0,0,0,0,0
29082-74-4,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21123,0,0,0,0,0,0,0,1,1
23505-41-1,NA,0,0,0,0,0,0,0,0,0
33820-53-0,NA,0,0,0,0,0,0,0,0,0
67129-08-2,NA,0,0,0,0,0,0,0,0,0
40596-69-8,NA,0,0,0,0,0,0,0,0,0
53780-34-0,NA,0,0,0,0,0,0,0,0,0
148-79-8,NA,0,0,0,0,0,0,0,0,0
25059-80-7,NA,0,0,0,0,0,0,0,0,0
13360-45-7,NA,0,0,0,0,0,0,0,0,0
66246-88-6,NA,0,0,0,0,0,0,0,0,0
22936-75-0,NA,0,0,0,0,0,0,0,0,0
947-02-4,NA,0,0,0,0,0,0,0,0,0
731-27-1,NA,0,0,0,0,0,0,0,0,0
88283-41-4,NA,0,0,0,0,0,0,0,0,0
42609-73-4,NA,0,0,0,0,0,0,0,0,0
950-10-7,NA,0,0,0,0,0,0,0,0,0
84332-86-5,NA,0,0,0,0,0,0,0,0,0
133-07-3,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=20802,0,0,1,0,0,0,0,0,1
133-07-3,NA,0,0,1,0,0,0,0,0,1
25311-71-1,NA,1,0,0,0,0,0,0,0,1
1086-02-8,NA,0,0,0,0,0,0,0,0,0
13593-03-8,NA,0,0,0,0,0,0,0,0,0
