ParameterID,ParameterName,CasNumber,MolecularFormula,MolecularWeight
300558,1-Methylpyrene (PSD-Cair),2381-21-7,C17H12,216.2772
300559,Benz[a]anthracene (PSD-Cwater),56-55-3,C18H12,228.288
300560,Benz(a)anthracene (PSD-Cair),56-55-3,C18H12,228.288
300561,Chrysene (PSD-Cwater),218-01-9,C18H12,228.2879
300562,Chrysene (PSD-Cair),218-01-9,C18H12,228.2879
300563,6-Methylchrysene (PSD-Cwater),1705-85-7,C19H14,242.3145
300564,6-Methylchrysene (PSD-Cair),1705-85-7,C19H14,242.3145
300565,Benzo[b]fluoranthene (PSD-Cwater),205-99-2,C20H12,264.15
300566,Benzo(b)fluoranthene (PSD-Cair),205-99-2,C20H12,264.15
300567,Benzo[k]fluoranthene (PSD-Cwater),207-08-9,C20H12,252.3093
300568,Benzo(k)fluoranthene (PSD-Cair),207-08-9,C20H12,252.3093
300569,Benzo[e]pyrene (PSD-Cwater),192-97-2,C20H12,252.3093
300570,Benzo(e)pyrene (PSD-Cair),192-97-2,C20H12,252.3093
300571,Benzo[a]pyrene (PSD-Cwater),50-32-8,C20H12,252.3093
300572,Benzo(a)pyrene (PSD-Cair),50-32-8,C20H12,252.3093
300573,Benzo[ghi]perylene (PSD-Cwater),191-24-2,C22H12,276.3307
300574,"Benzo(g,h,i)perylene (PSD-Cair)",191-24-2,C22H12,276.3307
300575,"Indeno[1,2,3-cd]pyrene (PSD-Cwater)",193-39-5,C22H12,276.3307
300576,"indeno[1,2,3-cd]pyrene (PSD-Cair)",193-39-5,C22H12,276.3307
300577,"Dibenzo[a,h]anthracene (PSD-Cwater)",53-70-3,C22H14,278.3466
300578,"Dibenzo[a,h]anthracene (PSD-Cair)",53-70-3,C22H14,278.36
300579,"Dibenzo[a,l]pyrene (PSD-Cwater)",191-30-0,C24H14,302.3680
300580,"Dibenzo(a,l)pyrene (PSD-Cair)",191-30-0,C24H14,302.3680
300582,Phenanthrene (PSD-Cair),85-01-8,C14H10,178.23
300585,Cerium,7440-45-1,Ce,140.116
300586,Terbium,7440-27-9,,158.92535
300587,Extract Solvent,,,
300588,HCl Lot#,,,
300589,n-Hexane Lot#,110-54-3,C6H14,86.178
300590,Hexanes Lot#,,,
300591,2-Propanol,67-63-0,C3H8O,60.1
300592,Bisphenol A (True Value),80-05-7,C15H16O,228.2863
300593,Bisphenol A (RPD),80-05-7,,228.2863
300594,Bisphenol A (% Recovery),80-05-7,,228.2863
300595,"Dibenz(a,c)anthracene",215-58-7,C22H14,278.3
300596,"17alpha(H),21beta(H)-hopane",13849-96-2,C30H52,412.746000
300597,"17alpha(H)-22,29,30-trisnorhopane",53584-59-1,C27H46,370.665000
300598,Instrument Method,,,
300600,"Indeno(1,2,3-c,d)pyrene d12",203578-33-0,C22H12,288.411000
300601,"Indeno(1,2,3-c,d)pyrene d12 (% Recovery)",203578-33-0,,
300602,"Indeno(1,2,3-c,d)pyrene d12 (True Value)",203578-33-0,,
300603,"Indeno(1,2,3-c,d)pyrene d12 (RPD)",203578-33-0,,
300604,"p,p'-Dicofol",115-32-2,C14H9Cl5O,370.489
300605,Perthane,72-56-0,C18H20Cl2,307.257
300606,24 hpf mort,,,
300607,24 hpf dp,,,
300608,24 hpf sm,,,
300609,24 hpf nc,,,
300610,120 hpf mort,,,
300611,120 hpf YSE,,,
300612,120 hpf axis,,,
300613,120 hpf eye,,,
300614,120 hpf snout,,,
300615,120 hpf jaw,,,
300616,120 hpf otic,,,
300617,120 hpf PE,,,
300618,120 hpf brain,,,
300619,120 hpf somite,,,
300620,120 hpf pfin,,,
300621,120 hpf cfin,,,
300622,120 hpf pig,,,
300623,120 hpf circ,,,
300624,120 hpf trunk,,,
300625,120 hpf swim,,,
300626,120 hpf tr,,,
300627,Plate ID,,,
300628,Azinphos-ethyl,2642-71-9,C12H16N3O3PS2,345.3824
300629,PCB 15,2050-68-2,C12H8Cl2,223.096000
300631,Esfenvalerate,66230-04-4,C25H22ClNO3,419.91
300632,Storage Conditions,,,
300634,Preservation,,,
300635,Estimated Amount Received,,,
300636,Fenvalerate,51630-58-1,C25H22ClNO3,419.9
300637,4-Chloro-3-nitrobenzotrifluoride,121-17-5,C7H3ClF3NO2,225.554529
300638,Tilt,60207-90-1,C15H17C12N3O2,342.220
300639,Tributyl phosphate,126-73-8,C12H27O4P,266.3141
300640,Oxadiazon,19666-30-9,C15H18Cl2N2O3,345.224
300641,"N,N-Diethyl-m-toluamide",134-62-3,C12H17NO,191.274000
300642,1-Hydroxy(13C6)naphthalene,90-15-3,C10H8O,144.17
300643,1-Hydroxy(13C6)benzo(a)anthracene (True Value),NA,,
300644,1-Hydroxy(13C6)benzo(a)anthracene (% Recovery),NA,,
300645,3-Hydroxy(13C6)benzo(c)phenanthrene (True Value),,,
300646,3-Hydroxy(13C6)benzo(c)phenanthrene (% Recovery),,,
300647,3-Hydroxy(13C6)chrysene (True Value),NA,,
300648,3-Hydroxy(13C6)chrysene (% Recovery),NA,,
300649,3-Hydroxy(13C6)fluoranthene (True Value),NA,,
300650,3-Hydroxy(13C6)fluoranthene (% Recovery),NA,,
300651,3-Hydroxy(13C6)phenanthrene (True Value),605-87-8,,
300652,3-Hydroxy(13C6)phenanthrene (% Recovery),605-87-8,,
300653,3-Hydroxychrysene,63019-39-6,C18H12O,244.3
300654,3-Hydroxyphenanthrene,605-87-8,,
300655,1-Hydroxy(13C6)pyrene,5315-79-7,C16H10O,218.25
300656,1-Hydroxy(13C6)pyrene (True Value),NA,,
300657,1-Hydroxy(13C6)pyrene (% Recovery),NA,,
300658,1-Hydroxychrysene,63019-38-5,C18H12O,244.3
300659,1-Hydroxynaphthalene,90-15-3,C10H8O,144.1699
300660,1-Hydroxypyrene,5315-79-7,C16H10O,218.25
300661,"2,6-Hydroxyanthraquinone",84-60-6,C14H8O4,240.21
300662,2-Hydroxy(13C6)fluorene,2443-58-5,C13H10O,182.22
300663,2-Hydroxy(13C6)fluorene (True Value),NA,,
300664,2-Hydroxy(13C6)fluorene (% Recovery),NA,,
300665,2-Hydroxychrysene,65945-06-4,C18H12O,244.3
300666,2-Hydroxyfluorene,2443-58-5,C13H10O,182.222
300667,2-Hydroxynaphthalene,135-19-3,C10H8O,144.17
300668,2-Hydroxyphenanthrene,605-55-0,C14H10O,194.23
300669,2-OH-B(a)anthracene+3-OH-B(c)phenanthrene,69847-27-4 & 605-87-8,C18H12O and C14H10O,244.3 and 194.23
300670,3-Hydroxybenzo(a)pyrene,13345-21-6,C20H12O,268.3
300672,3-Hydroxyfluorene,6344-67-8,C13H10O,182.22
300673,4-Hydroxychrysene,63019-40-9,C18H12O,244.3
300674,6-Hydroxychrysene,37515-51-8,C18H12O,244.3
300675,4-Hydroxyphenanthrene,7651-86-7,C14H10O,194.23
300676,9-Hydroxyfluorene,1689-64-1,C13H10O,182.22
300677,QFF - Initial Weight,,,
300678,QFF - Final Weight,,,
300679,Filter Type,,,
300680,Magnehelic,,,
300681,Elapsed Time Indicator,,,
300682,1-Hydroxy(13C6)naphthalene (True Value),124251-84-9,,
300683,1-Hydroxy(13C6)naphthalene (% Recovery),124251-84-9,,
300685,"2,6-dimethylnaphthalene",581-42-0,C12H12,156.2237
300686,"1,7-Dimethylphenanthrene",483-87-4,C16H14,206.28
300687,1-Methylfluoranthene,25889-60-5,C17H12,216.28
300688,Volume of Air Sampled,,,
300689,3-Methylfluoranthene,1706-01-0,C17H12,216.28
300690,3-methylchrysene,3351-31-3,C19H14,242.3
300691,Benzo(a)fluoranthene,203-33-8,C20H12,252.3
300692,3-Methylphenanthrene,832-71-3,C15H12,192.25
300693,9-Methylphenanthrene,883-20-5,C15H12,192.25
300694,4-H-Cyclopenta(def)phenanthrene,203-64-5,C15H10,190.240
300695,4-Methylpyrene,3353-12-6,C17H12,216.28
300696,Benzo(ghi)fluoranthene,203-12-3,C18H10,226.3
300697,Benzo(c)phenanthrene,195-19-7,C18H12,228.3
300698,PCB 18,37680-65-2,C12H7Cl3,257.538000
300699,PCB 66,32598-10-0,C12H6Cl4,291.980000
300700,PCB 95,38379-99-6,C12H5Cl5,326.433
300701,PCB 110,38380-03-9,C12H5Cl5,326.433
300703,PCB 146,51908-16-8,C12H4Cl6,360.864000
300704,PCB 149,38380-04-0,C12H4Cl6,360.864000
300705,PCB 151,52663-63-5,C12H4Cl6,360.864000
300707,PCB 177,52663-70-4,C12H3Cl7,395.323
300708,PCB 194,35694-08-7,C12H2Cl8,429.768
300711,PBB 1,2052-07-5,C12H9Br,233.108000
300712,(-) Quininc Acid,77-95-2,C7H12O6,192.17
300713,PBDE 28,41318-75-6,C12H7Br3O,406.89538
300714,PBDE 49,243982-82-3,C12H6Br4O,485.791
300715,PBDE 99,60348-60-9,C12H5Br5O,564.688
300716,PBDE 153,68631-49-2,C12H4Br6O,643.584
300717,PBDE 209,1163-19-5,C12Br10O,959.2
300718,PCB 31,16606-02-3,C12H7Cl3,257.538000
300719,PCB 45,70362-45-7,C12H6Cl4,291.988
300720,PCB 56,41464-43-1,C12H6Cl4,291.988
300721,PCB 92,52663-61-3,C12H5Cl5,326.433
300722,PCB 130,52663-66-8,C12H4Cl6,360.878
300723,PCB 157,69782-90-7,C12H4Cl6,360.864000
300724,PCB 167,52663-72-6,C12H4Cl6,360.864000
300725,PCB 178,52663-67-9,C12H3Cl7,395.306000
300726,PCB 202,2136-99-4,C12H2Cl8,429.768
300727,PBDE 17,147217-75-2,C12H7Br3O,406.895
300728,PBDE 47,5436-43-1,C12H6Br4O,485.791
300729,PBDE 66,189084-61-5,C12H6Br4O,485.791
300730,PBDE 75,189084-63-7,C12H6Br4O,485.791
300731,PBDE 85,182346-21-0,C12H5Br5O,564.691000
300732,PBDE 100,189084-64-8,C12H5Br5O,564.688
300733,PBDE 154,207122-15-4,C12H4Br6O,643.584
300734,PBDE 155,35854-94-5,C12H4Br6O,643.587000
300736,PCB 107,70424-68-9,C12H5Cl5,326.422000
300737,PCB 132,38380-05-1,C12H4Cl6,360.864000
300738,4-Methylphenanthrene,832-64-4,C15H12,192.26028
300739,cyclopenta[cd]pyrene,27208-37-3,C18H10,226.2720
300740,Benzo(b)chrysene,214-17-5,C22H14,278.3466
300741,Benzo(c)chrysene,194-69-4,C22H14,278.35
300742,"Dibenz(a,j)anthracene",224-41-9,C22H14,278.353
300743,PCB 63,74472-34-7,C12H6Cl4,291.980000
300745,PCB 163,74472-44-9,C12H4Cl6,360.864000
300746,o-Cresol,95-48-7,C7H8O,108.1378
300747,PCB 77 - d6 (True Value),93952-23-9,C12Cl4D6,298.03
300748,PCB 77 - d6 (% Recovery),93952-23-9,C12Cl4D6,298.03
300749,Chrysene-d12 (% Recovery),1719-03-5,C18D12,240.37
300750,PBB 1 (True Value),2052-07-5,C12H9Br,233.108000
300751,Tetrachloro-meta-xylene (True Value),877-09-8,C8H6Cl4,243.936
300752,Tetrachloro-meta-xylene (% Recovery),877-09-8,C8H6Cl4,243.936
300753,Pentachloronitrobenzene (True Value),82-68-8,C6Cl5NO2,295.335
300754,Pentachloronitrobenzene (% Recovery),82-68-8,C6Cl5NO2,295.335
300755,PCB 100 (True Value),39485-83-1,C12H5Cl5,326.433
300756,PCB 100 (% Recovery),39485-83-1,C12H5Cl5,326.433
300757,PCB 180 (True Value),35065-29-3,C12H3Cl7,395.323
300758,PCB 180 (% Recovery),35065-29-3,C12H3Cl7,395.323
300759,Acenaphthene-d10 (True Value),15067-26-2,C12H10,154.21
300760,Acenaphthene-d10 (% Recovery),15067-26-2,C12D10,164.27
300761,Decachlorobiphenyl (True Value),,,
300762,Decachlorobiphenyl (% Recovery),,,
300763,PCB 1,2051-60-7,C12H9Cl,188.654000
300764,PCB 2,2051-61-8,C12H9Cl,188.654000
300765,PCB 3,2051-62-9,C12H9Cl,188.654000
300766,PCB 4,13029-08-8,C12H8Cl2,223.096000
300773,PCB 6,25569-80-6,C12H8Cl2,223.096000
300775,"4,4'-DDD (True Value)",,,
300776,"4,4'-DDD (% Recovery)",,,
300777,"4,4'-DDD (RPD)",,,
300778,"4,4'-DDE (True Value)",,,
300779,"4,4'-DDE (% Recovery)",,,
300780,"4,4'-DDE (RPD)",,,
300781,"4,4'-DDT (True Value)",,,
300782,"4,4'-DDT (% Recovery)",,,
300783,"4,4'-DDT (RPD)",,,
300784,Aldrin (True Value),,,
300785,Aldrin (% Recovery),,,
300786,Aldrin (RPD),,,
300787,alpha-BHC (True Value),,,
300788,alpha-BHC (% Recovery),,,
300789,alpha-BHC (RPD),,,
300790,alpha-Chlordane (True Value),,,
300791,alpha-Chlordane (% Recovery),,,
300792,alpha-Chlordane (RPD),,,
300793,beta-BHC (True Value),,,
300794,beta-BHC (% Recovery),,,
300795,beta-BHC (RPD),,,
300796,Chlorothalonil (True Value),,,
300797,Chlorothalonil (% Recovery),,,
300798,Chlorothalonil (RPD),,,
300799,Chlorpyrifos (True Value),,,
300800,Chlorpyrifos (% Recovery),,,
300801,Chlorpyrifos (RPD),,,
300802,cis-Permethrin (True Value),,,
300803,cis-Permethrin (% Recovery),,,
300804,cis-Permethrin (RPD),,,
300805,Dacthal (True Value),,,
300806,Dacthal (% Recovery),,,
300807,Dacthal (RPD),,,
300808,Dieldrin (True Value),,,
300809,Dieldrin (% Recovery),,,
300810,Dieldrin (RPD),,,
300811,gamma-Chlordane (True Value),,,
300812,gamma-Chlordane (% Recovery),,,
300813,gamma-Chlordane (RPD),,,
300814,Isodrin (True Value),,,
300815,Isodrin (% Recovery),,,
300816,Isodrin (RPD),,,
300817,Methoxychlor (True Value),,,
300818,Methoxychlor (% Recovery),,,
300819,Methoxychlor (RPD),,,
300820,Endosulfan II (True Value),,,
300821,Endosulfan II (% Recovery),,,
300822,Endosulfan II (RPD),,,
300823,Endosulfan sulfate (True Value),,,
300824,Endosulfan sulfate (% Recovery),,,
300825,Endosulfan sulfate (RPD),,,
300826,Endrin (True Value),,,
300827,Endrin (% Recovery),,,
300828,Endrin (RPD),,,
300829,Endrin aldehyde (True Value),,,
300830,Endrin aldehyde (% Recovery),,,
300831,Endrin aldehyde (RPD),,,
300832,Endrin ketone (True Value),,,
300833,Endrin ketone (% Recovery),,,
300834,Endrin ketone (RPD),,,
300835,Terrazole (True Value),,,
300836,Terrazole (% Recovery),,,
300837,Terrazole (RPD),,,
300838,Lindane (True Value),,,
300839,Lindane (% Recovery),,,
300840,Lindane (RPD),,,
300841,Heptachlor (True Value),,,
300842,Heptachlor (% Recovery),,,
300843,Heptachlor (RPD),,,
300844,Heptachlor epoxide (True Value),,,
300845,Heptachlor epoxide (% Recovery),,,
300846,Heptachlor epoxide (RPD),,,
300847,Metolachlor (True Value),,,
300848,Metolachlor (% Recovery),,,
300849,Metolachlor (RPD),,,
300850,trans-Nonachlor (True Value),,,
300851,trans-Nonachlor (% Recovery),,,
300852,trans-Nonachlor (RPD),,,
300853,trans-Permethrin (True Value),,,
300854,trans-Permethrin (% Recovery),,,
300855,trans-Permethrin (RPD),,,
300856,Trifluralin (True Value),,,
300857,Trifluralin (% Recovery),,,
300858,Trifluralin (RPD),,,
300859,Bifenthrin (True Value),,,
300860,Bifenthrin (% Recovery),,,
300861,Bifenthrin (RPD),,,
300862,Prophos (True Value),,,
300863,Prophos (% Recovery),,,
300864,Prophos (RPD),,,
300865,Endosulfan I (True Value),,,
300866,Endosulfan I (% Recovery),,,
300867,Endosulfan I (RPD),,,
300868,Esfenvalerate (True Value),,,
300869,Esfenvalerate (% Recovery),,,
300870,Esfenvalerate (RPD),,,
300872,trans-Permethrin (PSD-Cwater),NA,,
300883,Heptachlor epoxide (PSD-Cwater),1024-57-3,C10H5Cl7O,389.317
300884,Hexachlorobenzene (PSD-Cwater),118-74-1,C6Cl6,284.782
300885,Isodrin (PSD-Cwater),465-73-6,C12H8Cl6,364.910
300886,Lindane (PSD-Cwater),58-89-9,C6H6Cl6,290.8314
300887,Methoxychlor (PSD-Cwater),72-43-5,C16H15Cl3O2,345.648
300888,Metolachlor (PSD-Cwater),51218-45-2,C15H22ClNO2,283.8
300892,Prophos (PSD-Cwater),13194-48-4,C8H19O2PS2,242.34
300893,Terrazole (PSD-Cwater),2593-15-9,C5H5Cl3N2OS,247.530
300894,PCB 9,34883-39-1,C12H8Cl2,223.096000
300897,PCB 10,33146-45-1,C12H8Cl2,223.096000
300898,PCB 11,2050-67-1,C12H8Cl2,223.096000
300899,PCB 12,2974-92-7,C12H8Cl2,223.096000
300900,PCB 13,2974-90-5,C12H8Cl2,223.096000
300901,PCB 14,34883-41-5,C12H8Cl2,223.096000
300903,PCB 16,38444-78-9,C12H7Cl3,257.543
300904,PCB 17,37680-66-3,C12H7Cl3,257.543
300905,PCB 19,38444-73-4,C12H7Cl3,257.543
300906,PCB 20,38444-84-7,C12H7Cl3,257.543
300907,PCB 21,55702-46-0,C12H7Cl3,257.543
300908,PCB 22,38444-85-8,C12H7Cl3,257.543
300909,PCB 23,55720-44-0,C12H7Cl3,257.543
300910,PCB 24,55702-45-9,C12H7Cl3,257.543
300911,PCB 25,55712-37-3,C12H7Cl3,257.543
300912,PCB 26,38444-81-4,C12H7Cl3,257.543
300913,PCB 27,38444-76-7,C12H7Cl3,257.543
300914,PCB 29,15862-07-4,C12H7Cl3,257.543
300915,PCB 30,35693-92-6,C12H7Cl3,257.543
300916,PCB 32,38444-77-8,C12H7Cl3,257.543
300917,PCB 33,38444-86-9,C12H7Cl3,257.543
300918,PCB 34,37680-68-5,C12H7Cl3,257.543
300919,PCB 35,37680-69-6,C12H7Cl3,257.543
300920,PCB 36,38444-87-0,C12H7Cl3,257.543
300921,PCB 38,53555-66-1,C12H7Cl3,257.543
300922,PCB 39,38444-88-1,C12H7Cl3,257.543
300923,PCB 40,38444-93-8,C12H6Cl4,291.988
300924,PCB 41,52663-59-9,C12H6Cl4,291.988
300925,PCB 42,36559-22-5,C12H6Cl4,291.988
300926,PCB 43,70362-46-8,C12H6Cl4,291.988
300927,PCB 46,41464-47-5,C12H6Cl4,291.988
300928,PCB 47,2437-79-8,C12H6Cl4,291.980000
300929,PCB 48,70362-47-9,C12H6Cl4,291.988
300930,PCB 50,62796-65-0,C12H6Cl4,291.988
300931,PCB 51,68194-04-7,C12H6Cl4,291.988
300932,PCB 53,41464-41-9,C12H6Cl4,291.988
300933,PCB 54,15968-05-5,C12H6Cl4,291.988
300934,PCB 55,74338-24-2,C12H6Cl4,291.988
300935,PCB 57,70424-67-8,C12H6Cl4,291.988
300936,PCB 58,41464-49-7,C12H6Cl4,291.988
300937,PCB 59,74472-33-6,C12H6Cl4,291.988
300938,PCB 61,33284-53-6,C12H6Cl4,291.988
300939,PCB 62,54230-22-7,C12H6Cl4,291.988
300940,PCB 64,52663-58-8,C12H6Cl4,291.988
300941,PCB 65,33284-54-7,C12H6Cl4,291.988
300942,PCB 67,73575-53-8,C12H6Cl4,291.988
300943,PCB 68,73575-52-7,C12H6Cl4,291.980000
300944,PCB 69,60233-24-1,C12H6Cl4,291.988
300945,Naphthalene-d8 (RPD),,,
300946,Perylene-d12 (RPD),,,
300953,Acenaphthene-d10 (RPD),,,
300954,Phenanthrene-d10 (RPD),,,
300979,PCB 77 - d6 (RPD),,,
300986,Chrysene-d12 (RPD),,,
300993,PCB 71,41464-46-4,C12H6Cl4,291.988
300994,PCB 72,41464-42-0,C12H6Cl4,291.988
300995,PCB 73,74338-23-1,C12H6Cl4,291.988
300996,PCB 75,32598-12-2,C12H6Cl4,291.988
300997,PCB 76,70362-48-0,C12H6Cl4,291.988
300998,PCB 78,70362-49-1,C12H6Cl4,291.988
300999,PCB 79,41464-48-6,C12H6Cl4,291.988
301000,PCB 80,33284-52-5,C12H6Cl4,291.988
301001,PCB 81,70362-50-4,C12H6Cl4,291.988
301002,PCB 83,60145-20-2,C12H5Cl5,326.433
301003,PCB 84,52663-60-2,C12H5Cl5,326.433
301004,PCB 85,65510-45-4,C12H5Cl5,326.433
301005,PCB 86,55312-69-1,C12H5Cl5,326.433
301006,PCB 88,55215-17-3,C12H5Cl5,326.433
301007,PCB 89,73575-57-2,C12H5Cl5,326.433
301008,PCB 90,68194-07-0,C12H5Cl5,326.422000
301009,PCB 91,68194-05-8,C12H5Cl5,326.433
301010,PCB 93,73575-56-1,C12H5Cl5,326.433
301011,PCB 94,73575-55-0,C12H5Cl5,326.433
301012,"18alpha(H)-22,29,30-trisnorneohopane",55199-72-9,C27H46,370.66
301013,alphabetabeta (20R 24R)-24-ethylcholestane,71117-92-5,C29H52,400.723
301014,alphabetabeta 20R-cholestane,69483-47-2,C29H52,400.72
301015,"17alpha(H),21beta(H)-30-norhopane",53584-60-4,C27H46,370.65
301016,"17alpha(H),21Beta(H)-25-Norhopane",84276-47-1,C28H48,384.692000
301017,PCB 96,73575-54-9,C12H5Cl5,326.433
301018,PCB 97,41464-51-1,C12H5Cl5,326.433
301019,PCB 102,68194-06-9,C12H5Cl5,326.433
301020,PCB 104,56558-16-8,C12H5Cl5,326.433
301021,PCB 106,70424-69-0,C12H5Cl5,326.433
301022,PCB 108,70362-41-3,C12H5Cl5,326.433
301023,PCB 109,74472-35-8,C12H5Cl5,326.433
301024,PCB 111,39635-32-0,C12H5Cl5,326.433
301025,PCB 112,74472-36-9,C12H5Cl5,326.433
301026,PCB 113,68194-10-5,C12H5Cl5,326.433
301027,PCB 115,74472-38-1,C12H5Cl5,326.433
301028,PCB 116,18259-05-7,C12H5Cl5,326.433
301029,PCB 117,68194-11-6,C12H5Cl5,326.433
301030,PCB 119,56558-17-9,C12H5Cl5,326.433
301031,PCB 120,68194-12-7,C12H5Cl5,326.433
301032,PCB 121,56558-18-0,C12H5Cl5,326.433
301033,PCB 122,76842-07-4,C12H5Cl5,326.433
301034,PCB 123,65510-44-3,C12H5Cl5,326.433
301035,PCB 124,70424-70-3,C12H5Cl5,326.433
301036,PCB 125,74472-39-2,C12H5Cl5,326.433
301037,PCB 127,39635-33-1,C12H5Cl5,326.433
301038,PCB 129,55215-18-4,C12H4Cl6,360.878
301039,PCB 131,61798-70-7,C12H4Cl6,360.878
301040,PCB 133,35694-04-3,C12H4Cl6,360.878
301041,PCB 134,52704-70-8,C12H4Cl6,360.878
301042,PCB 135,52744-13-5,C12H4Cl6,360.878
301043,PCB 136,38411-22-2,C12H4Cl6,360.878
301044,PCB 137,35694-06-5,C12H4Cl6,360.878
301045,PCB 139,56030-56-9,C12H4Cl6,360.878
301046,PCB 140,59291-64-4,C12H4Cl6,360.878
301047,PCB 141,52712-04-6,C12H4Cl6,360.878
301048,PCB 142,41411-61-4,C12H4Cl6,360.878
301049,PCB 143,68194-15-0,C12H4Cl6,360.878
301050,PCB 144,68194-14-9,C12H4Cl6,360.878
301051,PCB 145,74472-40-5,C12H4Cl6,360.878
301052,PCB 147,68194-13-8,C12H4Cl6,360.878
301053,PCB 148,74472-41-6,C12H4Cl6,360.878
301054,PCB 150,68194-08-1,C12H4Cl6,360.878
301055,PCB 152,68194-09-2,C12H4Cl6,360.878
301056,PCB 154,60145-22-4,C12H4Cl6,360.878
301057,PCB 155,33979-03-2,C12H4Cl6,360.878
301058,PCB 159,39635-35-3,C12H4Cl6,360.878
301059,PCB 160,41411-62-5,C12H4Cl6,360.878
301060,PCB 161,74472-43-8,C12H4Cl6,360.878
301061,PCB 162,39635-34-2,C12H4Cl6,360.878
301062,PCB 164,74472-45-0,C12H4Cl6,360.878
301063,PCB 165,74472-46-1,C12H4Cl6,360.878
301064,PCB 168,59291-65-5,C12H4Cl6,360.878
301065,PCB 171,52663-71-5,C12H3Cl7,395.323
301066,PCB 172,52663-74-8,C12H3Cl7,395.323
301067,PCB 173,68194-16-1,C12H3Cl7,395.323
301068,PCB 174,38411-25-5,C12H3Cl7,395.323
301069,PCB 175,40186-70-7,C12H3Cl7,395.323
301070,PCB 176,52663-65-7,C12H3Cl7,395.323
301071,PCB 181,74472-47-2,C12H3Cl7,395.323
301072,PCB 182,60145-23-5,C12H3Cl7,395.323
301073,PCB 184,74472-48-3,C12H3Cl7,395.306000
301074,PCB 185,52712-05-7,C12H3Cl7,395.323
301075,PCB 186,74472-49-4,C12H3Cl7,395.323
301076,PCB 188,74487-85-7,C12H3Cl7,395.323
301077,PCB 190,41411-64-7,C12H3Cl7,395.323
301078,PCB 191,74472-50-7,C12H3Cl7,395.323
301079,PCB 192,74472-51-8,C12H3Cl7,395.323
301080,PCB 193,69782-91-8,C12H3Cl7,395.323
301081,PCB 195,52663-78-2,C12H2Cl8,429.768
301082,PCB 196,42740-50-1,C12H2Cl8,429.768
301083,PCB 197,33091-17-7,C12H2Cl8,429.768
301084,PCB 198,68194-17-2,C12H2Cl8,429.768
301085,PCB 199,52663-75-9,C12H2Cl8,429.768
301086,PCB 200,52663-73-7,C12H2Cl8,429.768
301087,PCB 203,52663-76-0,C12H2Cl8,429.768
301088,PCB 204,74472-52-9,C12H2Cl8,429.768
301089,PCB 205,74472-53-0,C12H2Cl8,429.768
301090,PCB 206,40186-72-9,C12HCl9,464.213
301091,PCB 207,52663-79-3,C12HCl9,464.213
301092,PCB 208,52663-77-1,C12HCl9,464.213
301093,Dicyclopentadiene,77-73-6,C10H12,132.2048
301094,Dimefox,115-26-4,C4H12FN2OP,154.124
301095,"2,4-Dimethylaniline",95-68-1,C8H11N,121.1796
301096,"2,6-Dimethylaniline",87-62-7,C8H11N,121.1796
301097,Ethiolate,2941-55-1,C7H15NOS,161.265
301098,3-Chloroaniline,108-42-9,C6H6ClN,127.572
301099,"2-Ethyl-1,3-hexanediol",94-96-2,C8H18O2,146.2282
301100,Allidochlor,93-71-0,C8H12ClNO,173.6418
301101,"2,3,5-Trichlorophenol",933-78-8,C6H3Cl3O,197.448
301102,"2,6-Dichlorobenzonitrile",1194-65-6,C7H3Cl2N,172.011
301103,Dichlormid,37764-25-3,C8H11Cl2NO,208.087
301104,Phenoxyacetic acid,122-59-8,C8H8O3,152.1473
301105,Propamocarb,24579-73-5,C9H20N2O2,188.2673
301106,2-Phenoxypropionic acid,940-31-8,C9H10O3,166.175
301107,"3,5-Dichloroaniline",626-43-7,C6H5Cl2N,162.017
301108,"3,4-Dichloroaniline",95-76-1,C6H5Cl2N,162.018
301109,Acephate,30560-19-1,C4H10NO3PS,183.167
301110,Chlormefos,24934-91-6,C5H12ClO2PS2,234.7068
301111,Nitrapyrin,1929-82-4,C6H3Cl4N,230.907
301112,Metolcarb,1129-41-5,C9H11NO2,165.1891
301113,Trichlorfon,52-68-6,C4H8Cl3O4P,257.428000
301114,Butylated hydroxyanisole,25013-16-5,C11H16O2,181.2533
301115,Methacrifos,62610-77-9,C7H13O5PS,240.214
301116,o-Phenylphenol,90-43-7,C12H10O,170.2072
301117,Crimidine,535-89-7,C7H10ClN3,171.63
301118,Dicamba methyl ester,6597-78-0,C9H8Cl2O3,235.0652
301119,2-(2-Butoxyethoxy)ethyl thiocyanate,112-56-1,C9H17NO2S,203.302
301120,2-(Octylthio)ethanol,3547-33-9,C10H22OS,190.349
301121,Isoprocarb,2631-40-5,C11H15NO2,193.2423
301122,Demephion,8065-62-1,C5H13O3PS2,432.5214
301123,"2,3,5,6-Tetrachlorophenol",935-95-5,C6H2Cl4O,231.893
301124,Mecoprop methyl ester,23844-56-6,C11H13ClO3,228.672000
301125,Ethylenethiourea,96-45-7,C3H6N2S,102.158
301126,"2,3,4,5-Tetrachlorophenol",4901-51-3,C6H2Cl4O,231.881000
301127,MCPA methyl ester,2436-73-9,C10H11ClO3,214.646
301128,Heptenophos,23560-59-0,C9H12ClO4P,250.616
301129,Chlorfenprop-methyl,14437-17-3,C10H10Cl2O2,233.093
301130,Omethoate,1113-02-6,C5H12NO4PS,213.192
301131,Tecnazene,117-18-0,C6HCl4NO2,260.879000
