"PureSampleName","ResultOriginal","Result","ParameterName","CASNumber","SampleNumber"
"150047",830,173,"TCEP","115-96-8","A220451"
"150047",77,16,"4-Chloro-3,5-dimethylphenol","88-04-0","A220451"
"150047",260,54.1,"Coumarin","91-64-5","A220451"
"150047",1900,395,"Permethrin","52645-53-1","A220451"
"150047",130,27,"Phenanthrene","85-01-8","A220451"
"150047",31,6.45,"4-Chlorophenyl isocyanate","104-12-1","A220451"
"150047",22000,4580,"Caffeine","58-08-2","A220451"
"150047",2200,458,"Diethyl phthalate","84-66-2","A220451"
"150047",50,10.4,"1-Methylphenanthrene","832-69-9","A220451"
"150047",16000,3330,"Benzyl benzoate","120-51-4","A220451"
"150047",68,14.1,"2-Methylphenanthrene","2531-84-2","A220451"
"150047",55,11.4,"Cinnamal","104-55-2","A220451"
"150047",540,112,"Dimethyl phthalate","131-11-3","A220451"
"150047",1800,374,"TPP","115-86-6","A220451"
"150047",440,91.5,"PBDE 99","60348-60-9","A220451"
"150047",670,139,"2,4-Di-tert-butylphenol","96-76-4","A220451"
"150047",82,17.1,"Pyrene","129-00-0","A220451"
"150047",1800,374,"PBDE 47","5436-43-1","A220451"
"150047",1300,270,"N,N-Diethyl-m-toluamide","134-62-3","A220451"
"150047",36000,7490,"Ethylene brassylate","105-95-3","A220451"
"150047",2300,478,"Benzophenone","119-61-9","A220451"
"150427",700,182,"Permethrin","52645-53-1","A220452"
"150427",4200,1090,"Benzyl salicylate","118-58-1","A220452"
"150427",430,112,"Tributyl phosphate","126-73-8","A220452"
"150427",9800,2540,"Caffeine","58-08-2","A220452"
"150427",430,112,"PBDE 49","243982-82-3","A220452"
"150427",5700,1480,"Di-n-nonyl phthalate","84-76-4","A220452"
"150427",240,62.3,"Tonalide","1506-02-1","A220452"
"150427",62000,16100,"Diisobutyl phthalate","84-69-5","A220452"
"150427",1600,415,"TCPP","26248-87-3","A220452"
"150427",110000,28600,"Butyl benzyl phthalate","85-68-7","A220452"
"150427",250,64.9,"Butylated hydroxytoluene","128-37-0","A220452"
"150427",980,254,"TPP","115-86-6","A220452"
"150427",350,90.9,"Citral A","5392-40-5","A220452"
"150427",200,51.9,"Dimethyl phthalate","131-11-3","A220452"
"150427",180,46.7,"Quinoline","91-22-5","A220452"
"150427",290,75.3,"Diethyl phthalate","84-66-2","A220452"
"150427",1900,493,"Di-n-hexyl phthalate","84-75-3","A220452"
"150427",98,25.4,"Anthracene","120-12-7","A220452"
"150427",43000,11200,"Di-n-butyl phthalate","84-74-2","A220452"
"150427",240,62.3,"2,4-Di-tert-butylphenol","96-76-4","A220452"
"150427",87,22.6,"Pyrene","129-00-0","A220452"
"150427",3700,960,"Benzophenone","119-61-9","A220452"
"150427",330,85.7,"N,N-Diethyl-m-toluamide","134-62-3","A220452"
"150039",12000,3240,"Butylated hydroxytoluene","128-37-0","A220453"
"150039",13000,3510,"Diisobutyl phthalate","84-69-5","A220453"
"150039",12000,3240,"B-Ionone","79-77-6","A220453"
"150039",210,56.7,"Citral A","5392-40-5","A220453"
"150039",800,216,"PBDE 47","5436-43-1","A220453"
"150039",5600,1510,"Amyl cinnamal","122-40-7","A220453"
"150039",59000,15900,"Lilial","80-54-6","A220453"
"150039",26000,7020,"Di-n-butyl phthalate","84-74-2","A220453"
"150039",1200,324,"Coumarin","91-64-5","A220453"
"150039",5e+05,135000,"Benzyl salicylate","118-58-1","A220453"
"150039",140000,37800,"Tonalide","1506-02-1","A220453"
"150039",2500,675,"Butyl benzyl phthalate","85-68-7","A220453"
"150039",2900,783,"A-Ionone","127-41-3","A220453"
"150039",30000,8100,"Galaxolide","1222-05-5","A220453"
"150039",4400,1190,"Benzyl cinnamate","103-41-3","A220453"
"150039",1000,270,"B-citronellol","106-22-9","A220453"
"150039",66000,17800,"Exaltolide [15-Pentadecanolide]","106-02-5","A220453"
"150039",71,19.2,"Cinnamal","104-55-2","A220453"
"150039",2000,540,"TPP","115-86-6","A220453"
"150039",21000,5670,"Diethyl phthalate","84-66-2","A220453"
"150039",220,59.4,"Benzyl alcohol","100-51-6","A220453"
"150039",520000,140000,"Ethylene brassylate","105-95-3","A220453"
"150039",1800,486,"2,4-Di-tert-butylphenol","96-76-4","A220453"
"150543",290,60.9,"Butylated hydroxytoluene","128-37-0","A220454"
"150543",590,124,"Permethrin","52645-53-1","A220454"
"150543",8800,1850,"Di-n-butyl phthalate","84-74-2","A220454"
"150543",21000,4410,"TPP","115-86-6","A220454"
"150543",37000,7770,"Di-n-nonyl phthalate","84-76-4","A220454"
"150543",1700,357,"Linalool","78-70-6","A220454"
"150543",200,42,"Cinnamal","104-55-2","A220454"
"150543",480000,101000,"Bis(2-ethylhexyl)phthalate","117-81-7","A220454"
"150543",11000,2310,"Diisobutyl phthalate","84-69-5","A220454"
"150543",620,130,"Eugenol","97-53-0","A220454"
"150543",4100,861,"TCPP","26248-87-3","A220454"
"150543",13000,2730,"Caffeine","58-08-2","A220454"
"150543",79000,16600,"Benzyl salicylate","118-58-1","A220454"
"150543",12,2.52,"1-Methylnaphthalene","90-12-0","A220454"
"150543",1300,273,"Tributyl phosphate","126-73-8","A220454"
"150543",1300,273,"Lilial","80-54-6","A220454"
"150543",750,158,"4-Chloro-3,5-dimethylphenol","88-04-0","A220454"
"150543",15000,3150,"Piperonyl butoxide","51-03-6","A220454"
"150543",590,124,"B-Ionone","79-77-6","A220454"
"150543",1100,231,"Citral A","5392-40-5","A220454"
"150543",26000,5460,"Butyl benzyl phthalate","85-68-7","A220454"
"150543",420,88.2,"Tonalide","1506-02-1","A220454"
"150543",960,202,"2,4-Di-tert-butylphenol","96-76-4","A220454"
"150543",46000,9660,"Benzyl benzoate","120-51-4","A220454"
"150543",200,42,"Bifenthrin","82657-04-3","A220454"
"150543",4100,861,"Ethylene brassylate","105-95-3","A220454"
"150543",24000,5040,"Galaxolide","1222-05-5","A220454"
"150543",1700,357,"Coumarin","91-64-5","A220454"
"150543",1000,210,"Benzophenone","119-61-9","A220454"
"150543",92000,19300,"Ethofenprox","80844-07-1","A220454"
"150543",7300,1530,"Geraniol","106-24-1","A220454"
"150543",5300,1110,"Diethyl phthalate","84-66-2","A220454"
"149193",3800,798,"Benzyl salicylate","118-58-1","A220455"
"149193",1200,252,"Cinnamal","104-55-2","A220455"
"149193",340,71.4,"Amyl cinnamal","122-40-7","A220455"
"149193",38000,7980,"Di-n-nonyl phthalate","84-76-4","A220455"
"149193",97,20.4,"Eugenol","97-53-0","A220455"
"149193",7100,1490,"TCPP","26248-87-3","A220455"
"149193",6400,1340,"Bis(2-ethylhexyl)phthalate","117-81-7","A220455"
"149193",22000,4620,"Diisobutyl phthalate","84-69-5","A220455"
"149193",2700,567,"Benzophenone","119-61-9","A220455"
"149193",42000,8820,"Permethrin","52645-53-1","A220455"
"149193",4700,987,"Caffeine","58-08-2","A220455"
"149193",620,130,"Tributyl phosphate","126-73-8","A220455"
"149193",390,81.9,"Carvone","99-49-0","A220455"
"149193",1100,231,"Citral A","5392-40-5","A220455"
"149193",4500,945,"Ethylene brassylate","105-95-3","A220455"
"149193",7800,1640,"Butyl benzyl phthalate","85-68-7","A220455"
"149193",270,56.7,"Butylated hydroxytoluene","128-37-0","A220455"
"149193",12,2.52,"1-Methylnaphthalene","90-12-0","A220455"
"149193",700,147,"Tonalide","1506-02-1","A220455"
"149193",470,98.7,"2,4-Di-tert-butylphenol","96-76-4","A220455"
"149193",25000,5250,"Di-n-butyl phthalate","84-74-2","A220455"
"149193",100,21,"Anthracene","120-12-7","A220455"
"149193",1100,231,"Diethyl phthalate","84-66-2","A220455"
"149193",440,92.4,"Lilial","80-54-6","A220455"
"149193",10000,2100,"TPP","115-86-6","A220455"
"149193",4800,1010,"Benzyl benzoate","120-51-4","A220455"
"149193",290,60.9,"N,N-Diethyl-m-toluamide","134-62-3","A220455"
"149193",1700,357,"Galaxolide","1222-05-5","A220455"
"149193",310,65.1,"Ethofenprox","80844-07-1","A220455"
"145375",12000,2520,"Caffeine","58-08-2","A220456"
"145375",1800,378,"Cinnamal","104-55-2","A220456"
"145375",47,9.87,"Diphenylamine","122-39-4","A220456"
"145375",20000,4200,"Diisobutyl phthalate","84-69-5","A220456"
"145375",5600,1180,"Butyl benzyl phthalate","85-68-7","A220456"
"145375",2100,441,"Bis(2-ethylhexyl)phthalate","117-81-7","A220456"
"145375",20000,4200,"Di-n-butyl phthalate","84-74-2","A220456"
"145375",19000,3990,"TPP","115-86-6","A220456"
"145375",3000,630,"Lilial","80-54-6","A220456"
"145375",4800,1010,"TCPP","26248-87-3","A220456"
"145375",5400,1130,"Citral B","5392-40-5","A220456"
"145375",32000,6720,"Benzyl salicylate","118-58-1","A220456"
"145375",1800,378,"Diethyl phthalate","84-66-2","A220456"
"145375",7500,1580,"Di-n-nonyl phthalate","84-76-4","A220456"
"145375",150,31.5,"Bifenthrin","82657-04-3","A220456"
"145375",1700,357,"Benzophenone","119-61-9","A220456"
"145375",94,19.7,"Anthracene","120-12-7","A220456"
"145375",1900,399,"Pyriproxyfen","95737-68-1","A220456"
"145375",130000,27300,"Ethylene brassylate","105-95-3","A220456"
"145375",1100,231,"Tonalide","1506-02-1","A220456"
"145375",410,86.1,"4-Chloro-3,5-dimethylphenol","88-04-0","A220456"
"145375",7700,1620,"Galaxolide","1222-05-5","A220456"
"145375",360,75.6,"2,4-Di-tert-butylphenol","96-76-4","A220456"
"145375",690,145,"N,N-Diethyl-m-toluamide","134-62-3","A220456"
"145375",3400,714,"Geraniol","106-24-1","A220456"
"145375",6700,1410,"Benzyl benzoate","120-51-4","A220456"
"145375",99000,20800,"Permethrin II","999046-03-6","A220456"
"150812",46,9.86,"1-Methylnaphthalene","90-12-0","A220457"
"150812",1e+05,21400,"Benzyl salicylate","118-58-1","A220457"
"150812",390,83.6,"Cinnamal","104-55-2","A220457"
"150812",1500,322,"TPP","115-86-6","A220457"
"150812",78,16.7,"Naphthalene","91-20-3","A220457"
"150812",1800,386,"Amyl cinnamal","122-40-7","A220457"
"150812",2200,472,"Benzophenone","119-61-9","A220457"
"150812",1000,214,"Benzothiazole","95-16-9","A220457"
"150812",3300,707,"Linalool","78-70-6","A220457"
"150812",27000,5790,"Diisobutyl phthalate","84-69-5","A220457"
"150812",3200,686,"Butyl benzyl phthalate","85-68-7","A220457"
"150812",710,152,"Citral A","5392-40-5","A220457"
"150812",2000,429,"TCPP","26248-87-3","A220457"
"150812",780,167,"B-Ionone","79-77-6","A220457"
"150812",27000,5790,"Galaxolide","1222-05-5","A220457"
"150812",3700,793,"Lilial","80-54-6","A220457"
"150812",1100,236,"4-Chloro-3,5-dimethylphenol","88-04-0","A220457"
"150812",18000,3860,"Di-n-butyl phthalate","84-74-2","A220457"
"150812",1400000,3e+05,"Bis(2-ethylhexyl)phthalate","117-81-7","A220457"
"150812",75000,16100,"Diethyl phthalate","84-66-2","A220457"
"150812",1200,257,"Tonalide","1506-02-1","A220457"
"150812",51000,10900,"Benzyl benzoate","120-51-4","A220457"
"150812",2600,557,"Coumarin","91-64-5","A220457"
"150812",9000,1930,"Ethylene brassylate","105-95-3","A220457"
"150812",730,156,"P-toluidine","106-49-0","A220457"
"150089",16000,3360,"Benzyl salicylate","118-58-1","A220458"
"150089",220,46.2,"Butylated hydroxyanisole","25013-16-5","A220458"
"150089",8,1.68,"1-Methylnaphthalene","90-12-0","A220458"
"150089",480,101,"Linalool","78-70-6","A220458"
"150089",190,39.9,"Citral B","5392-40-5","A220458"
"150089",10000,2100,"TPP","115-86-6","A220458"
"150089",460,96.6,"Amyl cinnamal","122-40-7","A220458"
"150089",940000,197000,"Bis(2-ethylhexyl)phthalate","117-81-7","A220458"
"150089",200,42,"Promecarb artifact [5-isopropyl-3-methylphenol]","3228-3-3","A220458"
"150089",150,31.5,"Triethyl phosphate","78-40-0","A220458"
"150089",4800,1010,"Phantolide","15323-35-0","A220458"
"150089",6500,1370,"Butyl benzyl phthalate","85-68-7","A220458"
"150089",450,94.5,"Permethrin","52645-53-1","A220458"
"150089",26000,5460,"Diethyl phthalate","84-66-2","A220458"
"150089",3900,819,"Lilial","80-54-6","A220458"
"150089",38000,7980,"Diisobutyl phthalate","84-69-5","A220458"
"150089",73000,15300,"Di-n-butyl phthalate","84-74-2","A220458"
"150089",14000,2940,"Farnesol I","4602-84-0","A220458"
"150089",70000,14700,"Galaxolide","1222-05-5","A220458"
"150089",64,13.4,"1,8-Dimethylnaphthalene","569-41-5","A220458"
"150089",13000,2730,"Ethylene brassylate","105-95-3","A220458"
"150089",150,31.5,"2,4-Di-tert-butylphenol","96-76-4","A220458"
"150089",14,2.94,"Naphthalene","91-20-3","A220458"
"150089",2000,420,"Tonalide","1506-02-1","A220458"
"150089",5600,1180,"Benzophenone","119-61-9","A220458"
"150089",7200,1510,"Isobornyl thiocyanoacetate","115-31-1","A220458"
"150089",280,58.8,"Cinnamal","104-55-2","A220458"
"150089",1400,294,"Di-n-nonyl phthalate","84-76-4","A220458"
"150089",16000,3360,"Benzyl benzoate","120-51-4","A220458"
"150089",1300,273,"Caffeine","58-08-2","A220458"
"145374",160,33.6,"B-Ionone","79-77-6","A220459"
"145374",5200,1090,"Benzyl benzoate","120-51-4","A220459"
"145374",430000,90300,"Bis(2-ethylhexyl)phthalate","117-81-7","A220459"
"145374",2300,483,"Piperonyl butoxide","51-03-6","A220459"
"145374",7600,1600,"TCPP","26248-87-3","A220459"
"145374",1600,336,"D-(cis-trans)-Phenothrin-I","26002-80-2","A220459"
"145374",6200,1300,"Caffeine","58-08-2","A220459"
"145374",270,56.7,"Drometrizole","2440-22-4","A220459"
"145374",380,79.8,"Butylated hydroxyanisole","25013-16-5","A220459"
"145374",960,202,"Citral A","5392-40-5","A220459"
"145374",81000,17000,"Permethrin","52645-53-1","A220459"
"145374",29000,6090,"TPP","115-86-6","A220459"
"145374",660,139,"Lilial","80-54-6","A220459"
"145374",20000,4200,"Di-n-butyl phthalate","84-74-2","A220459"
"145374",2100,441,"Diethyl phthalate","84-66-2","A220459"
"145374",5900,1240,"Ethylene brassylate","105-95-3","A220459"
"145374",230,48.3,"Bifenthrin","82657-04-3","A220459"
"145374",490,103,"4-Chloro-3,5-dimethylphenol","88-04-0","A220459"
"145374",11,2.31,"1-Methylnaphthalene","90-12-0","A220459"
"145374",1500,315,"Pyriproxyfen","95737-68-1","A220459"
"145374",4000,840,"Galaxolide","1222-05-5","A220459"
"145374",670,141,"Tributyl phosphate","126-73-8","A220459"
"145374",7300,1530,"Butyl benzyl phthalate","85-68-7","A220459"
"145374",26000,5460,"Diisobutyl phthalate","84-69-5","A220459"
"145374",1700,357,"Benzophenone","119-61-9","A220459"
"145374",4200,882,"Di-n-nonyl phthalate","84-76-4","A220459"
"145374",14000,2940,"Benzyl salicylate","118-58-1","A220459"
"145374",250,52.5,"Bisphenol A","80-05-7","A220459"
"145374",710,149,"Tonalide","1506-02-1","A220459"
"145374",90,18.9,"Anthracene","120-12-7","A220459"
"145374",870,183,"Ethofenprox","80844-07-1","A220459"
"145374",150,31.5,"Cinnamal","104-55-2","A220459"
"145374",11000,2310,"Exaltolide [15-Pentadecanolide]","106-02-5","A220459"
"145374",220,46.2,"2,4-Di-tert-butylphenol","96-76-4","A220459"
"150151",6800,1820,"Lilial","80-54-6","A220460"
"150151",4200,1120,"Benzyl benzoate","120-51-4","A220460"
"150151",3900,1040,"Benzyl salicylate","118-58-1","A220460"
"150151",2600,695,"TCPP","26248-87-3","A220460"
"150151",330,88.2,"Benzophenone","119-61-9","A220460"
"150151",180,48.1,"Bisphenol A","80-05-7","A220460"
"150151",370,98.9,"A-Ionone","127-41-3","A220460"
"150151",1900,508,"Diisobutyl phthalate","84-69-5","A220460"
"150151",810,217,"Butyl benzyl phthalate","85-68-7","A220460"
"150151",380,102,"Butylated hydroxyanisole","25013-16-5","A220460"
"150151",1600,428,"Butylated hydroxytoluene","128-37-0","A220460"
"150151",810,217,"B-Ionone","79-77-6","A220460"
"150151",60000,16000,"Bis(2-ethylhexyl)phthalate","117-81-7","A220460"
"150151",20000,5350,"Galaxolide","1222-05-5","A220460"
"150151",14000,3740,"Ethylene brassylate","105-95-3","A220460"
"150151",2100,561,"Di-n-butyl phthalate","84-74-2","A220460"
"150151",1300,348,"Di-n-octyl phthalate","117-84-0","A220460"
"150151",14,3.74,"1-Methylnaphthalene","90-12-0","A220460"
"150151",360,96.3,"2,4-Di-tert-butylphenol","96-76-4","A220460"
"150151",180,48.1,"Tonalide","1506-02-1","A220460"
"150151",1200,321,"Amyl cinnamal","122-40-7","A220460"
"150151",440,118,"Diethyl phthalate","84-66-2","A220460"
"150151",97,25.9,"TPP","115-86-6","A220460"
"150151",20000,5350,"Exaltolide [15-Pentadecanolide]","106-02-5","A220460"
"150580",14000,3000,"Tetramethrin I","7696-12-0","A220461"
"150580",360,77.2,"Phenanthrene","85-01-8","A220461"
"150580",140000,30000,"Bis(2-ethylhexyl)phthalate","117-81-7","A220461"
"150580",93,19.9,"1-Methylphenanthrene","832-69-9","A220461"
"150580",420,90,"Fipronil","120068-37-3","A220461"
"150580",180,38.6,"Di-n-nonyl phthalate","84-76-4","A220461"
"150580",11,2.36,"1-Methylnaphthalene","90-12-0","A220461"
"150580",53,11.4,"Quinoline","91-22-5","A220461"
"150580",280,60,"B-Ionone","79-77-6","A220461"
"150580",57,12.2,"2-Methylphenanthrene","2531-84-2","A220461"
"150580",1700,364,"TCPP","26248-87-3","A220461"
"150580",290,62.2,"B-citronellol","106-22-9","A220461"
"150580",81,17.4,"2,6-Di-tert-butyl-4-ethylphenol","4130-42-1","A220461"
"150580",61,13.1,"Fluorene","86-73-7","A220461"
"150580",2200,472,"Benzyl benzoate","120-51-4","A220461"
"150580",4000,857,"Permethrin II","999046-03-6","A220461"
"150580",630,135,"TPP","115-86-6","A220461"
"150580",110,23.6,"Dimethyl phthalate","131-11-3","A220461"
"150580",36,7.72,"Benz[a]anthracene","56-55-3","A220461"
"150580",19000,4070,"Diisobutyl phthalate","84-69-5","A220461"
"150580",2800,600,"Benzyl salicylate","118-58-1","A220461"
"150580",20000,4290,"Butyl benzyl phthalate","85-68-7","A220461"
"150580",160,34.3,"Pyrene","129-00-0","A220461"
"150580",7200,1540,"N,N-Diethyl-m-toluamide","134-62-3","A220461"
"150580",160,34.3,"4-Chloro-3,5-dimethylphenol","88-04-0","A220461"
"150580",1000,214,"Diethyl phthalate","84-66-2","A220461"
"150580",2900,622,"Benzophenone","119-61-9","A220461"
"150580",400,85.7,"Citral B","5392-40-5","A220461"
"150580",3500,750,"Permethrin","52645-53-1","A220461"
"150580",230,49.3,"Cinnamal","104-55-2","A220461"
"150580",620,133,"Butylated hydroxyanisole","25013-16-5","A220461"
"150580",10,2.14,"1,6-Dimethylnaphthalene","575-43-9","A220461"
"150580",900,193,"Drometrizole","2440-22-4","A220461"
"150580",360,77.2,"Bisphenol A","80-05-7","A220461"
"150580",260,55.7,"Tonalide","1506-02-1","A220461"
"150580",180,38.6,"Bifenthrin","82657-04-3","A220461"
"150580",330,70.7,"Tributyl phosphate","126-73-8","A220461"
"150580",3100,665,"Di-n-octyl phthalate","117-84-0","A220461"
"150580",29000,6220,"Di-n-butyl phthalate","84-74-2","A220461"
"150580",46,9.86,"Diphenylamine","122-39-4","A220461"
"150580",4900,1050,"Methoprene II","999045-03-3","A220461"
"150580",63,13.5,"3,6-Dimethylphenanthrene","1576-67-6","A220461"
"150580",250,53.6,"2,4-Di-tert-butylphenol","96-76-4","A220461"
"150580",35,7.5,"Fluoranthene","206-44-0","A220461"
"150580",63,13.5,"Dibenzofuran","132-64-9","A220461"
"150580",3900,836,"Exaltolide [15-Pentadecanolide]","106-02-5","A220461"
"150580",430,92.2,"Galaxolide","1222-05-5","A220461"
"150580",2100,450,"Ethylene brassylate","105-95-3","A220461"
"150924",4400,924,"Di-n-nonyl phthalate","84-76-4","A220462"
"150924",3700,777,"Butyl benzyl phthalate","85-68-7","A220462"
"150924",6000,1260,"TCPP","26248-87-3","A220462"
"150924",2300,483,"N,N-Diethyl-m-toluamide","134-62-3","A220462"
"150924",330,69.3,"Dimethyl phthalate","131-11-3","A220462"
"150924",76,16,"Phenanthrene","85-01-8","A220462"
"150924",270,56.7,"Citral A","5392-40-5","A220462"
"150924",7800,1640,"Di-n-butyl phthalate","84-74-2","A220462"
"150924",33,6.93,"2-Methylphenanthrene","2531-84-2","A220462"
"150924",75000,15800,"Benzyl salicylate","118-58-1","A220462"
"150924",2900,609,"Lilial","80-54-6","A220462"
"150924",170,35.7,"Eugenol","97-53-0","A220462"
"150924",11000,2310,"Diisobutyl phthalate","84-69-5","A220462"
"150924",340,71.4,"Permethrin","52645-53-1","A220462"
"150924",12,2.52,"1-Methylnaphthalene","90-12-0","A220462"
"150924",510,107,"2,4-Di-tert-butylphenol","96-76-4","A220462"
"150924",430,90.3,"Tonalide","1506-02-1","A220462"
"150924",1000,210,"Butylated hydroxyanisole","25013-16-5","A220462"
"150924",60000,12600,"Benzyl benzoate","120-51-4","A220462"
"150924",570,120,"Butylated hydroxytoluene","128-37-0","A220462"
"150924",26000,5460,"Ethylene brassylate","105-95-3","A220462"
"150924",550,116,"Bisphenol A","80-05-7","A220462"
"150924",5800,1220,"Caffeine","58-08-2","A220462"
"150924",2900,609,"Diethyl phthalate","84-66-2","A220462"
"150924",12000,2520,"Galaxolide","1222-05-5","A220462"
"150924",1900,399,"TPP","115-86-6","A220462"
"150924",3000,630,"Bis(2-ethylhexyl)phthalate","117-81-7","A220462"
"150924",320,67.2,"Coumarin","91-64-5","A220462"
"150924",410,86.1,"Amyl cinnamal","122-40-7","A220462"
"150924",240,50.4,"Lyral","31906-04-4","A220462"
"150924",1200,252,"Cinnamal","104-55-2","A220462"
"150924",3000,630,"Benzophenone","119-61-9","A220462"
"150924",330,69.3,"PBDE 49","243982-82-3","A220462"
"150924",16000,3360,"Exaltolide [15-Pentadecanolide]","106-02-5","A220462"
"150924",95,20,"Triclosan","3380-34-5","A220462"
"153265",20000,4200,"Benzyl cinnamate","103-41-3","A220463"
"153265",470,98.7,"Butylated hydroxyanisole","25013-16-5","A220463"
"153265",2400,504,"Benzyl salicylate","118-58-1","A220463"
"153265",500,105,"Dimethyl phthalate","131-11-3","A220463"
"153265",95000,20000,"Butyl benzyl phthalate","85-68-7","A220463"
"153265",46000,9660,"Piperonyl butoxide","51-03-6","A220463"
"153265",61,12.8,"Drometrizole","2440-22-4","A220463"
"153265",17000,3570,"Benzyl benzoate","120-51-4","A220463"
"153265",170,35.7,"Lilial","80-54-6","A220463"
"153265",21,4.41,"Anthracene","120-12-7","A220463"
"153265",93,19.5,"2,6-Di-tert-butyl-4-ethylphenol","4130-42-1","A220463"
"153265",690000,145000,"Bis(2-ethylhexyl)phthalate","117-81-7","A220463"
"153265",2200,462,"TCPP","26248-87-3","A220463"
"153265",1800,378,"Benzophenone","119-61-9","A220463"
"153265",12000,2520,"Caffeine","58-08-2","A220463"
"153265",310,65.1,"Butylated hydroxytoluene","128-37-0","A220463"
"153265",70000,14700,"Diisobutyl phthalate","84-69-5","A220463"
"153265",1300,273,"Di-n-hexyl phthalate","84-75-3","A220463"
"153265",520,109,"Tributyl phosphate","126-73-8","A220463"
"153265",19000,3990,"Exaltolide [15-Pentadecanolide]","106-02-5","A220463"
"153265",530,111,"2,4-Di-tert-butylphenol","96-76-4","A220463"
"153265",32,6.72,"Cinnamal","104-55-2","A220463"
"153265",460,96.6,"Citral A","5392-40-5","A220463"
"153265",2600,546,"Di-n-nonyl phthalate","84-76-4","A220463"
"153265",45000,9450,"N,N-Diethyl-m-toluamide","134-62-3","A220463"
"153265",71,14.9,"Pyrene","129-00-0","A220463"
"153265",2700,567,"Permethrin","52645-53-1","A220463"
"153265",780,164,"TPP","115-86-6","A220463"
"153265",210,44.1,"Benzothiazole","95-16-9","A220463"
"153265",70,14.7,"Fluoranthene","206-44-0","A220463"
"153265",880,185,"Diethyl phthalate","84-66-2","A220463"
"153265",1900,399,"Galaxolide","1222-05-5","A220463"
"153265",10,2.1,"1-Methylnaphthalene","90-12-0","A220463"
"153265",44000,9240,"Di-n-butyl phthalate","84-74-2","A220463"
"153265",220,46.2,"Tonalide","1506-02-1","A220463"
"153265",1000,210,"Ethylene brassylate","105-95-3","A220463"
"153265",51,10.7,"Tricresylphosphate, ortho-","78-30-8","A220463"
"146308",430,105,"N,N-Diethyl-m-toluamide","134-62-3","A220464"
"146308",2800,684,"Lilial","80-54-6","A220464"
"146308",480,117,"Butylated hydroxytoluene","128-37-0","A220464"
"146308",93000,22700,"Benzyl benzoate","120-51-4","A220464"
"146308",2200,537,"TCPP","26248-87-3","A220464"
"146308",760,186,"Tributyl phosphate","126-73-8","A220464"
"146308",7700,1880,"Bis(2-ethylhexyl)phthalate","117-81-7","A220464"
"146308",9,2.2,"1-Methylnaphthalene","90-12-0","A220464"
"146308",14000,3420,"Benzyl salicylate","118-58-1","A220464"
"146308",76,18.6,"Phenanthrene","85-01-8","A220464"
"146308",16000,3910,"Diisobutyl phthalate","84-69-5","A220464"
"146308",6100,1490,"Butyl benzyl phthalate","85-68-7","A220464"
"146308",2600,635,"Di-n-hexyl phthalate","84-75-3","A220464"
"146308",440,107,"Bisphenol A","80-05-7","A220464"
"146308",380,92.8,"Butylated hydroxyanisole","25013-16-5","A220464"
"146308",220,53.7,"Ethofenprox","80844-07-1","A220464"
"146308",12000,2930,"Benzyl cinnamate","103-41-3","A220464"
"146308",7000,1710,"TPP","115-86-6","A220464"
"146308",380,92.8,"2,4-Di-tert-butylphenol","96-76-4","A220464"
"146308",200,48.9,"Cinnamal","104-55-2","A220464"
"146308",5500,1340,"Caffeine","58-08-2","A220464"
"146308",14000,3420,"Galaxolide","1222-05-5","A220464"
"146308",23000,5620,"Permethrin","52645-53-1","A220464"
"146308",1500,366,"Benzophenone","119-61-9","A220464"
"146308",920,225,"Citral B","5392-40-5","A220464"
"146308",1100,269,"Diethyl phthalate","84-66-2","A220464"
"146308",8100,1980,"Ethylene brassylate","105-95-3","A220464"
"146308",16000,3910,"Di-n-butyl phthalate","84-74-2","A220464"
"146308",1600,391,"Tonalide","1506-02-1","A220464"
"146308",680,166,"2,3,5-Trimethylphenol","697-82-5","A220464"
"146308",3100,757,"Dicyclohexyl phthalate","84-61-7","A220464"
"146308",720,176,"Amyl cinnamal","122-40-7","A220464"
"146308",1000,244,"Eugenol","97-53-0","A220464"
"146308",2600,635,"Exaltolide [15-Pentadecanolide]","106-02-5","A220464"
"151360",730,153,"Lilial","80-54-6","A220465"
"151360",770,162,"Dimethyl phthalate","131-11-3","A220465"
"151360",1000,210,"TCPP","26248-87-3","A220465"
"151360",81000,17000,"Diisobutyl phthalate","84-69-5","A220465"
"151360",19,3.99,"1-Methylnaphthalene","90-12-0","A220465"
"151360",8900,1870,"Benzyl salicylate","118-58-1","A220465"
"151360",8000,1680,"Benzyl benzoate","120-51-4","A220465"
"151360",460,96.6,"Butylated hydroxyanisole","25013-16-5","A220465"
"151360",98,20.6,"Pyrene","129-00-0","A220465"
"151360",520000,109000,"Bis(2-ethylhexyl)phthalate","117-81-7","A220465"
"151360",2200,462,"Di-n-nonyl phthalate","84-76-4","A220465"
"151360",10000,2100,"N,N-Diethyl-m-toluamide","134-62-3","A220465"
"151360",320,67.2,"Butylated hydroxytoluene","128-37-0","A220465"
"151360",820,172,"Di-n-hexyl phthalate","84-75-3","A220465"
"151360",24000,5040,"Di-n-butyl phthalate","84-74-2","A220465"
"151360",150,31.5,"Phenanthrene","85-01-8","A220465"
"151360",400,84,"Citral B","5392-40-5","A220465"
"151360",63000,13200,"Butyl benzyl phthalate","85-68-7","A220465"
"151360",2600,546,"Benzophenone","119-61-9","A220465"
