ParameterID,ParameterName,CASNumber
301317,Jodfenphos,18181-70-9
301318,Butamiphos,36335-67-8
301319,Fenamiphos,22224-92-6
301320,Diethatyl ethyl,38727-55-8
301321,Fluorodifen,15457-05-3
301322,Imazalil,35554-44-0
301323,Flutolanil,66332-96-5
301324,Isoprothiolane,50512-35-1
301325,Profenofos,41198-08-7
301326,Uniconazole-P,83657-17-4
301327,"S,S,S-Tributylphosphorotrithioate",78-48-8
301328,Pretilachlor,51218-49-6
301329,Flubenzimine,37893-02-0
301330,Diclobutrazol,75736-33-3
301331,Metamitron,41394-05-2
301332,Azaconazole,60207-31-0
301333,Flamprop-methyl,52756-25-9
301334,Buprofezin,69327-76-0
301335,Flusilazole,85509-19-9
301336,Methoprotryne,841-06-5
301337,Tryclopyrbutoxyethyl,64470-88-8
301338,Erbon,136-25-4
301339,Isoxathion,18854-01-8
301340,Ancymidol,12771-68-5
301341,Binapacryl,485-31-4
301342,Fluazifop-p-butyl,79241-46-6
301344,Acifluorfen methyl ester,50594-67-7
301345,Fenthion sulfoxide,3761-41-9
301346,Diniconazole,83657-24-3
301347,Cyprofuram,69581-33-5
301348,Methiocarb sulfoxide,2635-10-1
301349,Etaconazole,60207-93-4
301350,Flamprop-isopropyl,52756-22-6
301351,Oxadixyl,77732-09-3
301352,Triamiphos,1031-47-6
301353,Benodanil,15310-01-7
301354,Tetrasul,2227-13-6
301355,Chlorthiophos,60238-56-4
301356,Fenazaflor,14255-88-0
301357,Mepronil,55814-41-0
301358,Triazophos,24017-47-8
301359,Chlornitrofen,1836-77-7
301360,"2,3,7,8-Tetrachlorodibenzofuran",51207-31-9
301361,Benalaxyl,71626-11-4
301362,Edifenphos,17109-49-8
301363,Cyanofenphos,13067-93-1
301364,Bromoxynil octanoic acid ester,1689-99-2
301365,Lenacil,2164-1-8
301366,Hexestrol,84-16-2
301367,Pyrazon,1698-60-8
301368,Piperalin,3478-94-2
301369,Nuarimol,63284-71-9
301370,Thenylchlor,96491-05-3
301371,Diclofop methyl,51338-27-3
301372,Fluroxypyr-1-methylheptyl ester,81406-37-3
301373,Propargite,2312-35-8
301374,Diflufenican,83164-33-4
301375,Oxycarboxin,5259-88-1
301376,Piperonyl butoxide,51-03-6
301377,Resmethrin,10453-86-8
301378,Bioresmethrin,28434-01-7
301379,Epoxiconazole,106325-08-0
301380,Fluotrimazole,31251-03-3
301381,Nitralin,4726-14-1
301382,Pyributicarb,88678-67-5
301383,Benzoylprop ethyl,22212-55-1
301384,Dichlorophen,97-23-4
301385,Hexabromobenzene,87-82-1
301386,Pyridaphenthion,119-12-0
301387,Leptophos oxon,25006-32-0
301388,Chlorthiophos sulfoxide,29185-21-5
301389,Menazon,78-57-9
301390,Tetramethrin I,7696-12-0
301391,Bromopropylate,18181-80-1
301392,Carbosulfan,55285-14-8
301393,Fenoxycarb,79127-80-3
301394,Piperophos,24151-93-7
301395,Phenkapton,2275-14-1
301396,Fenpropathrin,64257-84-7
301397,Bifenox,42576-02-3
301398,Dicyclohexyl phthalate,84-61-7
301399,Chlorthiophos sulfone,999053-03-1
301400,Tetradifon,116-29-0
301401,Phenothrin,26002-80-2
301402,Furathiocarb,65907-30-4
301403,Mefenacet,73250-68-7
301404,Amitraz,33089-61-1
301405,Cyhalothrin I (lambda),68085-85-8
301406,Pyrazophos,13457-18-6
301407,b-Estradiol,50-28-2
301408,Isoxaben,82558-50-7
301409,Dialifos,10311-84-9
301410,Bitertanol I,55179-31-2
301411,Oryzalin,19044-88-3
301412,Pyridaben,96489-71-3
301413,17a-Ethynylestradiol,57-63-6
301414,Prochloraz,67747-09-5
301415,Tamoxifen,10540-29-1
301416,Dioxathion,78-34-2
301417,Fenbuconazole,119611-00-6
301418,Cyfluthrin I,68359-37-5
301419,Cypermethrin-1,52315-07-8
301420,Quizalofop-ethyl,76578-14-8
301421,Flucythrinate I,70124-77-5
301422,"5,7-Dihydroxy-4'-methoxyisoflavone",491-80-5
301423,2-Hydroxy-estradiol,362-05-0
301424,Pyridate,55512-33-9
301425,Fluvalinate-tau-I,102851-06-9
301426,Difenoconazol I,119446-68-3
301427,Temephos,3383-96-8
301428,3-(Trifluoromethyl)aniline,98-16-8
301429,Triethyl phosphate,78-40-0
301430,4-Chlorophenyl isocyanate,104-12-1
301431,3-Chloro-4-fluoroaniline,367-21-5
301432,4-Isopropylaniline,99-88-7
301433,Carvone,99-49-0
301434,2-ethyl-6-methylaniline,24549-06-2
301435,Profenofos metabolite (4-Bromo-2-chlorophenol),3964-56-5
301436,3-Aminophenol,591-27-5
301437,Thymol,89-83-8
301438,4-Chloro-2-methylaniline,95-69-2
301439,4-Bromoaniline,106-40-1
301440,Carbofuran-7-phenol,1563-38-8
301441,"Diuron Metabolite [3,4-Dichlorophenyl isocyanate]",102-36-3
301442,"2,4,6-Trichloroanisole",87-40-1
301443,Eugenol,97-53-0
301444,"2,3,6-Trichloroanisole",50375-10-5
301445,"1,3,5-Tribromobenzene",626-39-1
301446,3-Chloro-4-methoxyaniline,5345-54-0
301447,Phthalimide,85-41-6
301448,"Tetrahydrophthalimide, cis-1,2,3,6-",27813-21-4
301449,Cashmeran,33704-61-9
301450,"2,4,5-Trichloroaniline",636-30-6
301451,Benzenesulfonamide,98-10-2
301452,XMC,2655-14-3
301453,"Tolyltriazole [1H-Benzotriazole, 5-methyl-]",136-85-6
301454,Benzoximate metabolite,55440-55-6
301455,Phorate oxon,2600-69-3
301456,"2,4,6-Tribromoanisole",607-99-8
301457,Chlorethoxyfos,54593-83-8
301458,"Sulfamide, N,N-dimethyl-N'-phenyl-",4710-17-2
301459,Methabenzthiazuron [decomposition product],16954-69-1
301460,Atrazine-desethyl,6190-65-4
301461,"2,3,4,5-Tertrachloronitrobenzene",879-39-0
301462,Dioxabenzofos,3811-49-2
301463,"2,6-Dichlorobenzamide",2008-58-4
301464,Terbuthylazine-desethyl,30125-63-4
301465,Cadusafos,95465-99-9
301466,Fenclorim,3740-92-9
301467,Celestolide,13171-00-1
301468,Fluoroimide,41205-21-4
301474,Sebuthylazine-desethyl,37019-18-4
301475,"N,N-Dimethyl-N'-p-tolylsulphamide",66840-71-9
301476,Fenazaflor metabolite,4228-88-0
301477,TCEP,115-96-8
301478,Phantolide,15323-35-0
301479,Benzyl benzoate,120-51-4
301480,Bufencarb,8065-36-9
301481,Diazinon-oxon,962-58-3
301482,Chlordene,3734-48-3
301483,3-Indolylacetonitrile,771-51-7
301484,Cyclopentadecanone,502-72-7
301485,"1,3,5-Triazine-2,4-diamine, N-(1-methylethyl)-6-(methylthio)-",4147-57-3
301486,-,6108-7-10
301487,Tefluthrin,79538-32-2
301488,Pentadecan-15-olide,106-02-5
301489,Azoxybenzene,495-48-7
301490,Musk ambrette,83-66-9
301491,Methyl (2-naphthoxy)acetate,1929-87-9
301492,Cyclafuramid,34849-42-8
301493,Caffeine,58-08-2
301494,Tebupirimifos,96182-53-5
301495,Benoxacor,98730-04-2
301496,Traseolide,68140-48-7
301497,"Tridemorph , 4-tridecyl-",24602-86-6
301498,"p,p'-DDM [bis(4-chlorophenyl)methane]",101-76-8
301499,Fenchlorphos-oxon,3983-45-7
301500,Silthiopham,175217-20-6
301501,Theobromine,83-67-0
301502,Diisobutyl phthalate,84-69-5
301503,4-Nonylphenol,104-40-5
301504,Musk xylene,81-15-2
301505,Tonalide,1506-02-1
301506,Hydroprene,41096-46-2
301507,Fenitrooxone,2255-17-6
301508,Ethofumesate-2-keto,26244-33-7
301509,Dimethenamid,87674-68-8
301510,Flurprimidol,56425-91-3
301511,Spiroxamine I,118134-30-8
301512,Musk Moskene,116-66-5
301513,Dipropyl isocinchomeronate,136-45-8
301514,Azibenzolar-S-methyl,135158-54-2
301515,Simeconazole,149508-90-7
301516,Cymiazole,61676-87-7
301517,"Flurochloridone, deschloro-",999003-03-1
301518,Transfluthrin,118712-89-3
301519,Propisochlor,86763-47-5
301520,"Propargite metabolite [Cyclohexanol, 2-(4-tert-butylphenoxy)]",999004-03-4
301521,"Bis(2,3,3,3-tetrachloropropyl) ether",127-90-2
301522,"Fipronil, Desulfinyl-",205650-65-3
301523,Prosulfocarb,52888-80-9
301524,"2,4'-Dichlorobenzophenone (2,4'-Dicofol decomposition product)",85-29-0
301525,Fenpropidin,67306-00-7
301526,Orbencarb,34622-58-7
301527,Musk Tibetene (Moschustibeten),145-39-1
301528,Quintozene metabolite (pentachlorophenyl methyl sulfide),1825-19-0
301529,Bifenazate metabolite (5-Phenyl-o-anisidine ),39811-17-1
301530,Triapenthenol,76608-88-3
301531,Prodiamine,29091-21-2
301532,Phorate sulfoxide,2588-8-5
301533,Terbufos-oxon-sulfone,999005-03-7
301534,Difenoxuron,14214-32-5
301535,Phorate sulfone,2588-7-4
301536,Sulfanilamide,63-74-1
301537,Musk Ketone,81-14-1
301538,Thiazopyr,117718-60-2
301539,Rabenzazole,40341-04-6
301540,Isocarbophos,24353-61-5
301541,Flufenacet,142459-58-3
301542,Isofenphos-oxon,31120-85-1
301544,Tetraconazole,112281-77-3
301545,Fosthiazate I,98886-44-3
301546,Ethidimuron,30043-49-3
301547,Cyprodinil,121552-61-2
301548,Phenothiazine,92-84-2
301549,Chlorbicyclen,2550-75-6
301550,Terbufos-sulfone,56070-16-7
301551,"Chlorfenvinphos, cis-",18708-87-7
301552,Fipronil-sulfide,120067-83-6
301553,Dimepiperate,61432-55-1
301554,Irgarol,28159-98-0
301555,"Chlorfenvinphos, trans-",18708-86-6
301556,Fluazinam,79622-59-6
301557,MCPA-butoxyethyl ester,19480-43-4
301558,Fipronil,120068-37-3
301559,Zoxamide decomposition product,999006-03-0
301560,Beflubutamid,113614-08-7
301561,Triclosan,3380-34-5
301562,"DDMU [1-Chloro-2,2-bis(4'-chlorophenyl)ethylene]",1022-22-6
301563,"Prallethrin, cis-",23031-36-9
301564,Propaphos,7292-16-2
301565,Fenothiocarb,62850-32-2
301566,Trichlamide,70193-21-4
301567,Haloxyfop-methyl,69806-40-2
301568,Methyl triclosan,4640-1-1
301569,Mepanipyrim,110235-47-7
301570,Bromfenvinphos-(E),58580-14-6
301571,Triazamate,112143-82-5
301572,Bromfenvinphos-(Z),58580-13-5
301573,Picoxystrobin,117428-22-5
301574,Fluazolate,174514-07-9
301575,Metominostrobin (E),133408-50-1
301576,Fludioxonil,131341-86-1
301577,Diethyl 4-(methanesulfinyl)phenyl phosphate,6552-21-2
301578,Prothioconazole-desthio,999007-03-3
301579,Iprovalicarb I,140923-25-7
301580,"4,4'-Dibromobenzophenone",3988-2-3
301581,Toxaphene Parlar 26,142534-71-2
301582,Imazamethabenz methyl ester,81405-85-8
301583,Fipronil Sulfone,120068-36-2
301584,Bupirimate,41483-43-6
301585,Thifluzamide,130000-40-7
301586,Cyproconazole,113096-99-4
301587,Kresoxim-methyl,143390-89-0
301588,Fensulfothion-oxon -sulfone,6132-17-8
301589,Carpropamid,104030-54-8
301590,Chlorfenapyr,122453-73-0
301591,Cyflufenamid,180409-60-3
301592,Fenoxanil,115852-48-7
301593,o-Aminoazotoluene,97-56-3
301594,Fenthion sulfone,3761-42-0
301595,Aclonifen,74070-46-5
301596,Fensulfothion sulfone,14255-72-2
301597,Chlorbenside sulfone,7082-99-7
301598,PBB 52,59080-37-4
301599,Isoxadifen-ethyl,163520-33-0
301600,Ofurace,58810-48-3
301601,Pyrethrin I,121-21-1
301602,Quinoxyfen,124495-18-7
301603,Methoxychlor olefin,2132-70-9
301604,Diofenolan I,63837-33-2
301605,Fenhexamid,126833-17-8
301606,Di-n-hexyl phthalate,84-75-3
301607,Carfentrazone-ethyl,128639-02-1
301608,Clodinafop-propargyl,105512-06-9
301609,Trifloxystrobin,141517-21-7
301610,Pyraflufen-ethyl,129630-19-9
301611,Pyriminobac-methyl (E),136191-64-5
301612,Toxaphene Parlar 50,66860-80-8
301613,Tris(2-butoxyethyl) phosphate,78-51-3
301614,Zoxamide,156052-68-5
301615,Mefenpyr-diethyl,135590-91-9
301616,Fenpiclonil,74738-17-3
301617,Spiromesifen,283594-90-1
301618,Fenamiphos sulfoxide,31972-43-7
301619,Bromuconazole I,116255-48-2
301620,Sudan I,842-07-9
301621,Fenamiphos sulfone,31972-44-8
301622,Ethoxyfen-ethyl,131086-42-5
301623,Dimoxystrobin,149961-52-4
301624,Tris(2-ethylhexyl) phosphate,78-42-2
301625,Bis(2-butoxyethyl) phthalate,117-83-9
301626,Picolinafen,137641-05-5
301627,Cloquintocet-mexyl,99607-70-2
301628,Etoxazole,153233-91-1
301629,Sulfentrazone,122836-35-5
301630,Metconazole I,125116-23-6
301631,Fenamidone,161326-34-7
301632,Fenazaquin,120928-09-8
301633,Tebufenpyrad,119168-77-3
301634,Anilofos,64249-01-0
301635,Fenchlorazole-ethyl,103112-35-2
301636,Phenothrin I,51186-88-0
301637,Toxaphene Parlar 62,154159-06-5
301638,Phenothrin II,26046-85-5
301639,Diphenyl phthalate,84-62-8
301640,Potasan,299-45-6
301641,Flurtamone,96525-23-4
301642,Pyriproxyfen,95737-68-1
301643,Cyhalofop-butyl,122008-85-9
301644,Naproanilide,52570-16-8
301645,Ioxynil octanoate,3861-47-0
301646,Trifenmorph,1420-06-0
301647,Lactofen,77501-63-4
301649,Pyriftalid,135186-78-6
301650,Acrinathrin,101007-06-1
301651,Fluoroglycofen-ethyl,77501-90-7
301652,Benfuracarb,82560-54-1
301653,"Tricresylphosphate, ortho-",78-30-8
301654,Pyraclofos,89784-60-1
301655,Metrafenone,220899-03-6
301656,Fenoxaprop-ethyl,66441-23-4
301657,"Tricresylphosphate, meta-",563-04-2
301658,Spirodiclofen,148477-71-8
301659,Sudan II,3118-97-6
301660,Fluquinconazole,136426-54-5
301661,"2,4,5-Trichloro-p-terphenyl",999008-03-6
301662,Butafenacil,134605-64-4
301663,Cafenstrole,125306-83-4
301664,"2,3,5,6-Tetrachloro-p-terphenyl",61576-99-6
301665,Fluoxastrobin,361377-29-9
301666,Boscalid,188425-85-6
301667,Halfenprox,111872-58-3
301668,Cekafix,121227-99-4
301669,Ethofenprox,80844-07-1
301670,Acequinocyl,57960-19-7
301671,Silafluofen,105024-66-6
301672,Pyrimidifen,105779-78-0
301673,Di-n-nonyl phthalate,84-76-4
301674,Flumiclorac-pentyl,87546-18-7
301675,Azoxystrobin,131860-33-8
301676,Famoxadone,131807-57-3
301677,Tolfenpyrad,129558-76-5
301678,Dimethomorph-(E),110488-70-5
301679,Cinidon-ethyl,142891-20-1
301681,Rotenone,83-79-4
301682,Spiroxamine metabolite (4-tert-butylcyclohexanone),98-53-3
301684,"Tolyltriazole [1H-Benzotriazole, 4-methyl-]",29878-31-7
301685,Ipconazole,125225-28-7
301686,Triticonazole,131983-72-7
301687,"Norflurazon, Desmethyl-",23576-24-1
301688,Empenthrin I,54406-48-3
301689,Diphacinone,82-66-6
301690,Pyrazoxyfen,71561-11-0
301691,Fenobucarb,3766-81-2
301692,Cymoxanil,57966-95-7
301693,Monolinuron,1746-81-2
301694,Aziprotryne,4658-28-0
301695,Chlorfenethol,80-06-8
301696,Oxyfluorfen,42874-03-3
301697,Azamethiphos,35575-96-3
301698,acetamiprid,135410-20-7
301699,Cyphenothrin cis-,39515-40-7
301700,Sudan Red,1229-55-6
301701,Fluthiacet-methyl,117337-19-6
301702,Diclocymet I,139920-32-4
301703,Fluacrypyrim,229977-93-9
301704,Flumioxazin,103361-09-7
301705,Furilazole,121776-33-8
301706,Cyhalothrin (Gamma),76703-62-3
301707,Imibenconazole,86598-92-7
301708,Imibenconazole-desbenzyl,199338-48-2
301709,Prohydrojasmon I,158474-72-7
301710,Jasmolin I,4466-14-2
301711,Cinerin I,25402-06-6
301712,Cinerin II,121-20-0
301713,Jasmolin II,1172-63-0
301714,Pyrethrin II,121-29-9
301715,Heptachlor epoxide isomer A,28044-83-9
301716,Dimethylvinphos(E),71363-52-5
301717,"1,6-Benzo(a)pyrene-quinone",3067-13-8
301721,"Benzo(a)pyrene-7,8-dione",65199-11-3
301722,4-Chromone,491-38-3
301724,1-Nitronaphthalene,86-57-7
301725,2-Nitronaphthalene,581-89-5
301726,3-Nitrobiphenyl,2113-58-8
301727,2-Nitrofluorene,607-57-8
301728,9-Nitroanthracene,602-60-8
301729,9-Nitrophenanthrene,954-46-1
301730,3-Nitrophenanthrene,17024-19-0
301731,2-Nitroanthracene,3586-69-4
301732,3-Nitrofluoranthene,892-21-7
301733,1-Nitropyrene,5522-43-0
301734,2-Nitropyrene,789-07-1
301735,7-Nitrobenz(a)anthracene,20268-51-3
301736,3-Nitrobenzanthrone,17117-34-9
301737,"1,3-Dinitropyrene",75321-20-9
301739,6-Nitrobenzo(a)pyrene,63041-90-7
301743,2-Nitrobiphenyl,86-00-0
301746,Tiocarbazil II,999051-03-5
301747,Flurochloridone II,999043-03-7
301748,Dodemorph II,999040-03-8
301749,Methoprene II,999045-03-3
301750,Pyrifenox II,999049-03-5
301751,Propiconazole-II,999048-03-2
301752,Dinocap II,999037-03-5
301753,Dinocap III,999038-03-8
301754,Tetramethrin II,999050-03-2
301755,Dinocap IV,999039-03-1
301756,d-(cis-trans)-Phenothrin-II,999034-03-6
301757,Bitertanol II,999027-03-1
301758,Permethrin II,999046-03-6
301763,3-nitrodibenzofuran,5410-97-9
301764,"2-methyl-9,10-anthraquinone",84-54-8
301765,"1,3-Dimethylnaphthalene",575-41-7
301769,Cyfluthrin II,999028-03-4
301770,Cyfluthrin III,999029-03-7
301771,Cyfluthrin IV,999030-03-4
301772,Cypermethrin-2,52315-07-8
301773,Cypermethrin-3,52315-07-8
301774,Cypermethrin-4,52315-07-8
301775,Flucythrinate II,999042-03-4
301776,Fenvalerate II,999041-03-1
301777,Fluvalinate-tau-II,999044-03-0
301778,Difenoconazol II,999036-03-2
301779,Empenthrin IV,999016-03-4
301780,Empenthrin V,999017-03-7
301781,Spiroxamine II,999026-03-8
301782,Fosthiazate II,999018-03-0
301783,"Prallethrin, trans-",999023-03-9
301784,Metominostrobin (Z),999022-03-6
301785,Iprovalicarb II,999020-03-0
301786,Aramite II,999009-03-9
301787,Imazamethabenz-methyl II,999019-03-3
301788,Pyriminobac-methyl (Z),999024-03-2
301789,Diofenolan II,999013-03-5
301790,Resmethrine II,999025-03-5
301791,Bromuconazole II,999010-03-6
301792,Dimethomorph-(Z),999012-03-2
301793,Metconazole II,999021-03-3
301794,Empenthrin II,999014-03-8
301795,Empenthrin III,999015-03-1
301796,Cyphenothrin trans-,999011-03-9
301797,Diclocymet II,999059-03-9
301798,Prohydrojasmon II,999060-03-6
301799,"Amitraz metabolite [Methanimidamide, N-(2,4-dimethylphenyl)-N'-methyl-]",33089-74-6
301800,Xylylcarb,2425-10-7
301831,-,3228-3-3
301832,Flurenol-butyl,2314-2-9
301833,"2-(1,3-Dioxolan-2-yl)phenol",6988-19-8
301863,2-Ethylanthraquinone,84-51-5
301971,"Tris(1,3-dichloro-2-propyl) phosphate",13674-87-8
302066,"Benzene, bromophenoxy-",7025-06-1
302067,PBDE 2,6876-00-2
302068,PBDE 3,101-55-3
302069,PBDE 7,171977-44-9
302070,PBDE 8,147217-71-8
302071,PBDE 10,51930-04-2
302072,PBDE 11,6903-63-5
302073,PBDE 12,189084-59-1
302074,PBDE 13,83694-71-7
302075,PBDE 15,2050-47-7
302076,PBDE 25,147217-77-4
302077,PBDE 30,155999-95-4
302078,PBDE 32,189084-60-4
302079,PBDE 33,147217-78-5
302080,PBDE 35,147217-80-9
302081,PBDE 37,147217-81-0
302082,PBDE 71,189084-62-6
302083,PBDE 77,93703-48-1
302084,PBDE 116,189084-65-9
302085,PBDE 118,446254-80-4
302086,PBDE 119,189084-66-0
302088,PBDE 138,182677-30-1
302089,PBDE 166,189084-58-0
302090,"1,2,3,4,5-Pentabromo-6-(2,4-dibromophenoxy)benzene",189084-67-1
302091,"2,2',3,4,4',5',6-Heptabromodiphenyl ether",207122-16-5
302092,"2,3,3',4,4',5,6-Heptabromodiphenyl Ether",189084-68-1
302095,"1,8-dimethylnaphthalene",569-41-5
302096,"1,4-dimethylnaphthalene",571-58-4
302097,"1,5-dimethylnaphthalene",571-61-9
302100,2-ethylnaphthalene,939-27-5
302101,"2,6-diethylnaphthalene",59919-41-4
302157,Etridiazole,2593-15-9
302167,Bis(2-ethylhexyl) tetrabromophthalate,26040-51-7
302170,TCPP,26248-87-3
302171,"1,2,5,6,9,10-Hexabromocyclododecane",3194-55-6
302172,"2-Ethylhexyl 2,3,4,5-tetrabromobenzoate",183658-27-7
302298,5-methylchrysene,3697-24-3
302299,benzo[a]fluorene,238-84-6
302300,benzo[b]fluorene,243-17-4
302301,Benz(e)aceanthrylene,199-54-2
302309,"2,5-dimethylphenol",95-87-4
302310,"2,3,6-trimethylphenol",2416-94-6
302311,"2,4,6-trimethylphenol",527-60-6
302325,"2,4,4'-Tribromodiphenyl ether",41318-75-6
302488,λ-Cyhalothrin,91465-08-6
302489,"o,p'-Dicofol",10606-46-9
302496,Cypermethrin,52315-07-8
302503,"1,2-Bis(2,4,6-tribromophenoxy)ethane",37853-59-1
302555,PBB 2,2113-57-7
302556,PBB 3,92-66-0
302557,PBB 4,13029-09-9
302558,PBB 7,53592-10-2
302559,PBB 9,57422-77-2
302560,PBB 10,59080-32-9
302561,PBB 18,59080-34-1
302562,PBB 26,59080-35-2
302563,PBB 29,115245-07-3
302564,PBB 30,59080-33-0
302565,PBB 31,59080-36-3
302567,PBB 53,60044-25-9
302568,PBB 77,77102-82-0
302569,PBB 80,16400-50-3
302570,PBB-114,96551-70-1
302571,PBB-101,67888-96-4
302572,PBB-103,59080-39-6
302573,PBB-137,81381-52-4
302574,PBB-141,120991-47-1
302575,PBB-153,59080-40-9
302576,PBB 49,60044-24-8
302577,PBB-155,59261-08-4
302578,PBB-156,77607-09-1
302579,PBB-159,120991-48-2
302580,PBB-169,60044-26-0
302581,PBB-180,67733-52-2
302582,PBB-189,88700-06-5
302584,PBB-200,119264-60-7
302586,3-Bromophenol,591-20-8
302587,4-Bromophenol,106-41-2
302588,"2,3-Dibromophenol",57383-80-9
302589,"2,4-Dibromophenol",615-58-7
302590,"2,5-Dibromophenol",28165-52-8
302591,"2,6-Dibromophenol",608-33-3
302592,"3,5-Dibromophenol",626-41-5
302593,"2,3,4-Tribromophenol",138507-65-0
302600,2-Bromoanisole,578-57-4
302601,3-Bromoanisole,2398-37-0
302602,4-Bromoanisole,104-92-7
302603,"2,3-Dibromoanisole",95970-22-2
302604,"2,4-Dibromoanisole",21702-84-1
302605,"2,5-Dibromoanisole",95970-08-4
302606,"2,6-Dibromoanisole",38603-09-7
302607,"3,5-Dibromoanisole",74137-36-3
302608,"2,4,5-Tribromoanisole",N/A
302610,Pentabromoethylbenzene,85-22-3
302612,"2,4,6-Tribromophenyl allyl ether",3278-89-5
302613,Pentabromotoluene,87-83-2
302615,3-Bromostyrene,2039-86-3
302616,Tribromoneopentyl alcohol,1522-92-5
302617,4-Bromostyrene,2039-82-9
302623,Tetrabromo-o-chlorotoluene,39569-21-6
302626,"1,2-Dibromo-4-(1,2-dibromoethyl)cyclohexane",3322-93-8
302627,"1,3,5-Tribromo-2-(2,3-dibromopropoxy)benzene",35109-60-5
302635,2'-Hydroxy-4-monobromodiphenyl ether,N/A
302636,"2'-Hydroxy-2,4,4'-tribromodiphenyl ether",N/A
302637,"2'-Methoxy-2,4,4'-tribromodiphenyl ether",N/A
302638,"3-Methoxy-2,2',4,4',6-pentabromodiphenyl ether",N/A
302639,4-Chlorophenol,106-48-9
302641,"3,4-Dichloroguaiacol",77102-94-4
302642,"4,5-Dichloroguaiacol",2460-49-3
302643,"4,6-Dichloroguaiacol",16766-31-7
302645,"3,4,6-Trichloroguaiacol",60712-44-9
302647,"3,4,5,6-Tetrachloroguaiacol",2539-17-5
302648,5-Chlorovanillin,19463-48-0
302649,6-Chlorovanillin,18268-76-3
302650,"5,6-Dichlorovanillin",18268-69-4
302651,2-Chlorosyringaldehyde,76341-69-0
302652,"2,6-Dichlorosyringaldehyde",76330-06-8
302653,Trichlorosyringol,2539-26-6
302654,4-Chlorocatechol,2138-22-9
302655,"3,4-Dichlorocatechol",3978-67-4
302661,Zinc diethyldithiocarbamate,14324-55-1
302662,Nickel dibutyldithiocarbamate,13927-77-0
302663,PBDE  4,51452-87-0
302664,PBDE  6,147217-72-9
302665,PBDE  9,337513-66-3
302666,PBDE  19,147217-73-0
302667,PBDE  21,337513-67-4
302668,PBDE  26,337513-75-4
302669,PBDE  27,337513-53-8
302670,PBDE  31,65075-08-3
302671,PBDE  50,446254-23-5
302672,PBDE  51,189084-57-9
302673,PBDE  62,446254-33-7
302674,PBDE  69,327185-09-1
302675,PBDE  88,446254-55-3
302676,PBDE  89,N/A
302677,PBDE  103,446254-67-7
302678,PBDE  108,446254-71-3
302679,PBDE  115,446254-78-0
302680,PBDE  127,N/A
302681,PBDE  128,N/A
302682,PBDE  142,N/A
302683,PBDE  144,N/A
302684,PBDE  160,N/A
302685,PBDE  185,N/A
302686,PBDE  201,N/A
302706,1-Chlorodibenzo-p-dioxin,39227-53-7
302707,2-Chlorodibenzo-p-dioxin,39227-54-8
302708,"1,2-Dichlorodibenzo-p-dioxin",54536-18-4
302709,"2,3-Dichlorodibenzo-p-dioxin",29446-15-9
302710,"2,8-Dichlorodibenzo-p-dioxin",38964-22-6
302711,"1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin",35822-46-9
302712,"1,2,3,4,6,7,9-Heptachlorodibenzo-p-dioxin",58200-70-7
302713,"1,2,3,4,6,7-Hexachlorodibenzo-p-dioxin",58200-66-1
302714,"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin",39227-28-6
302715,"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin",19408-74-3
302716,"1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin",3268-87-9
302717,"1,2,3,4,7-Pentachlorodibenzo-p-dioxin",39227-61-7
302718,"1,2,3,7,8-Pentachlorodibenzo-p-dioxin",40321-76-4
302719,"1,2,3-Trichlorodibenzo-p-dioxin",54536-17-3
302720,"1,2,4-Trichlorodibenzo-p-dioxin",39227-58-2
302721,"1,7,8-Trichlorodibenzo-p-dioxin",82306-65-8
302722,"2,3,7-Trichlorodibenzo-p-dioxin",33857-28-2
302723,"1,2,3,4-Tetrachlorodibenzo-p-dioxin",30746-58-8
302724,"1,2,7,8-Tetrachlorodibenzo-p-dioxin",34816-53-0
302725,"1,3,7,8-Tetrachlorodibenzo-p-dioxin",50585-46-1
302726,"1,3,6,8-Tetrachlorodibenzo-p-dioxin",33423-92-6
302727,"1,2,8,9-Tetrachlorodibenzo-p-dioxin",116889-69-1
302728,"1,3,7,9-Tetrachlorodibenzo-p-dioxin",116889-70-4
302729,"1,2,6,8-Tetrachlorodibenzo-p-dioxin",67323-56-2
302730,2-chlorodibenzofuran,51230-49-0
302731,4-Chlorodibenzofuran,74992-96-4
302732,"2,8-Dichlorodibenzofuran",5409-83-6
302733,"1,2,3,4,6,7,8-Heptachlorodibenzofuran",38998-75-3
302734,"1,2,3,4,7,8-Hexachlorodibenzofuran",55684-94-1
302735,"1,2,3,7,8-Pentachlorodibenzofuran",57117-41-6
302736,"1,2,3,4-Tetrachlorodibenzofuran",24478-72-6
302737,"1,3,6,8-Tetrachlorodibenzofuran",30402-14-3
302738,"2,4,8-Trichlorodibenzofuran",54589-71-8
302739,2-Chlorophenyl-4-nitrophenyl ether,2303-23-3
302740,"2,5-Dichlorophenyl-4-nitrophenyl ether",391-48-7
302741,"1,3-Dichlorodibenzo-p-dioxin",50585-39-2
302742,"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin",57653-85-7
302751,Dibenzo-p-dioxin,262-12-4
