ParameterID,chemicalLink,toxicityType,listingMechanism,listingMechanismLink,dateListed,doseage,doseageLink
300515,,cancer ,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/noilabpkg19b3.pdf,19-Apr-02,5.8,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/naphthalenensrl.pdf
300516,,cancer ,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/noilabpkg19b3.pdf,19-Apr-02,5.8,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/naphthalenensrl.pdf
300559,,cancer,SQE,,1-Jul-87,0.033 (oral),http://oehha.ca.gov/media/downloads/crnr/2pahnsrls62104.pdf
300560,,cancer,SQE,,1-Jul-87,0.033 (oral),http://oehha.ca.gov/media/downloads/crnr/2pahnsrls62104.pdf
300561,,cancer,AB,,1-Jan-90,0.35 (oral),http://oehha.ca.gov/media/downloads/proposition-65/chemicals/062104clearcopy.pdf
300562,,cancer,AB,,1-Jan-90,0.35 (oral),http://oehha.ca.gov/media/downloads/proposition-65/chemicals/062104clearcopy.pdf
300565,,cancer,SQE,,1-Jul-87,0.096 (oral),http://oehha.ca.gov/media/downloads/proposition-65/chemicals/062104clearcopy.pdf
300566,,cancer,SQE,,1-Jul-87,0.096 (oral),http://oehha.ca.gov/media/downloads/proposition-65/chemicals/062104clearcopy.pdf
300567,,cancer,SQE,,1-Jul-87,,
300568,,cancer,SQE,,1-Jul-87,,
300571,,cancer,SQE,,1-Jul-87,0.06,
300572,,cancer,SQE,,1-Jul-87,0.06,
300575,,cancer,SQE,,1-Jan-88,,
300576,,cancer,SQE,,1-Jan-88,,
300577,,cancer,SQE,,1-Jan-88,0.2,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/expcancer.pdf
300578,,cancer,SQE,,1-Jan-88,0.2,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/expcancer.pdf
300579,,cancer,SQE,,1-Jan-88,,
300580,,cancer,SQE,,1-Jan-88,,
300592,,female,SQE,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/darthazidbpa2015.pdf,11-May-15,3 (dermal exposure from solid materials),http://oehha.ca.gov/media/downloads/crnr/03172016dermalbpamadlisor.pdf
300593,,female,SQE,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/darthazidbpa2015.pdf,11-May-15,3 (dermal exposure from solid materials),http://oehha.ca.gov/media/downloads/crnr/03172016dermalbpamadlisor.pdf
300594,,female,SQE,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/darthazidbpa2015.pdf,11-May-15,3 (dermal exposure from solid materials),http://oehha.ca.gov/media/downloads/crnr/03172016dermalbpamadlisor.pdf
300595,,cancer,SQE,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/dibenzanthracenesaugust2014.pdf,26-Dec-14,,
300629,,cancer,LC,,1-Oct-89,0.09,
300629,,developmental,SQE,,1-Jan-91,,
300640,,cancer,SQE,,1-Jul-91,,
300640,,developmental ,AB,http://oehha.ca.gov/proposition-65/crnr/notice-intent-list-31-chemicals,15-May-98,,
300698,,cancer,LC,,1-Oct-89,0.09,
300698,,developmental,SQE,,1-Jan-91,,
300699,,cancer,LC,,1-Oct-89,0.09,
300699,,developmental,SQE,,1-Jan-91,,
300700,,cancer,LC,,1-Oct-89,0.09,
300700,,developmental,SQE,,1-Jan-91,,
300701,,cancer,LC,,1-Oct-89,0.09,
300701,,developmental,SQE,,1-Jan-91,,
300703,,cancer,LC,,1-Oct-89,0.09,
300703,,developmental,SQE,,1-Jan-91,,
300704,,cancer,LC,,1-Oct-89,0.09,
300704,,developmental,SQE,,1-Jan-91,,
300705,,cancer,LC,,1-Oct-89,0.09,
300705,,developmental,SQE,,1-Jan-91,,
300707,,cancer,LC,,1-Oct-89,0.09,
300707,,developmental,SQE,,1-Jan-91,,
300708,,cancer,LC,,1-Oct-89,0.09,
300708,,developmental,SQE,,1-Jan-91,,
300711,,cancer,SQE,,1-Jan-88,0.02,
300711,,developmental,AB,,1-Oct-94,,
300718,,cancer,LC,,1-Oct-89,0.09,
300718,,developmental,SQE,,1-Jan-91,,
300719,,cancer,LC,,1-Oct-89,0.09,
300719,,developmental,SQE,,1-Jan-91,,
300720,,cancer,LC,,1-Oct-89,0.09,
300720,,developmental,SQE,,1-Jan-91,,
300721,,cancer,LC,,1-Oct-89,0.09,
300721,,developmental,SQE,,1-Jan-91,,
300722,,cancer,LC,,1-Oct-89,0.09,
300722,,developmental,SQE,,1-Jan-91,,
300723,,cancer,LC,,1-Oct-89,0.09,
300723,,developmental,SQE,,1-Jan-91,,
300724,,cancer,LC,,1-Oct-89,0.09,
300724,,developmental,SQE,,1-Jan-91,,
300725,,cancer,LC,,1-Oct-89,0.09,
300725,,developmental,SQE,,1-Jan-91,,
300726,,cancer,LC,,1-Oct-89,0.09,
300726,,developmental,SQE,,1-Jan-91,,
300736,,cancer,LC,,1-Oct-89,0.09,
300736,,developmental,SQE,,1-Jan-91,,
300737,,cancer,LC,,1-Oct-89,0.09,
300737,,developmental,SQE,,1-Jan-91,,
300739,,cancer,LC,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/lcset12a030411.pdf,29-Apr-11,,
300742,,cancer,SQE,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/dibenzanthracenesaugust2014.pdf,26-Dec-14,,
300743,,cancer,LC,,1-Oct-89,0.09,
300743,,developmental,SQE,,1-Jan-91,,
300745,,cancer,LC,,1-Oct-89,0.09,
300745,,developmental,SQE,,1-Jan-91,,
300747,,cancer,LC,,1-Oct-89,0.09,
300747,,developmental,SQE,,1-Jan-91,,
300748,,cancer,LC,,1-Oct-89,0.09,
300748,,developmental,SQE,,1-Jan-91,,
300750,,cancer,SQE,,1-Jan-88,0.02,
300750,,developmental,AB,,1-Oct-94,,
300755,,cancer,LC,,1-Oct-89,0.09,
300755,,developmental,SQE,,1-Jan-91,,
300756,,cancer,LC,,1-Oct-89,0.09,
300756,,developmental,SQE,,1-Jan-91,,
300757,,cancer,LC,,1-Oct-89,0.09,
300757,,developmental,SQE,,1-Jan-91,,
300758,,cancer,LC,,1-Oct-89,0.09,
300758,,developmental,SQE,,1-Jan-91,,
300763,,cancer,LC,,1-Oct-89,0.09,
300763,,developmental,SQE,,1-Jan-91,,
300764,,cancer,LC,,1-Oct-89,0.09,
300764,,developmental,SQE,,1-Jan-91,,
300765,,cancer,LC,,1-Oct-89,0.09,
300765,,developmental,SQE,,1-Jan-91,,
300766,,cancer,LC,,1-Oct-89,0.09,
300766,,developmental,SQE,,1-Jan-91,,
300773,,cancer,LC,,1-Oct-89,0.09,
300773,,developmental,SQE,,1-Jan-91,,
300883,,cancer,SQE,,1-Jul-88,0.08,
300884,,cancer,SQE,,1-Oct-87,0.4,
300884,,developmental,SQE,,1-Jan-89,,
300892,,cancer ,AB,http://oehha.ca.gov/media/downloads/crnr/noilpkg19b1.pdf,27-Feb-01,,
300893,,cancer,AB,,1-Oct-94,,
300894,,cancer,LC,,1-Oct-89,0.09,
300894,,developmental,SQE,,1-Jan-91,,
300897,,cancer,LC,,1-Oct-89,0.09,
300897,,developmental,SQE,,1-Jan-91,,
300898,,cancer,LC,,1-Oct-89,0.09,
300898,,developmental,SQE,,1-Jan-91,,
300899,,cancer,LC,,1-Oct-89,0.09,
300899,,developmental,SQE,,1-Jan-91,,
300900,,cancer,LC,,1-Oct-89,0.09,
300900,,developmental,SQE,,1-Jan-91,,
300901,,cancer,LC,,1-Oct-89,0.09,
300901,,developmental,SQE,,1-Jan-91,,
300903,,cancer,LC,,1-Oct-89,0.09,
300903,,developmental,SQE,,1-Jan-91,,
300904,,cancer,LC,,1-Oct-89,0.09,
300904,,developmental,SQE,,1-Jan-91,,
300905,,cancer,LC,,1-Oct-89,0.09,
300905,,developmental,SQE,,1-Jan-91,,
300906,,cancer,LC,,1-Oct-89,0.09,
300906,,developmental,SQE,,1-Jan-91,,
300907,,cancer,LC,,1-Oct-89,0.09,
300907,,developmental,SQE,,1-Jan-91,,
300908,,cancer,LC,,1-Oct-89,0.09,
300908,,developmental,SQE,,1-Jan-91,,
300909,,cancer,LC,,1-Oct-89,0.09,
300909,,developmental,SQE,,1-Jan-91,,
300910,,cancer,LC,,1-Oct-89,0.09,
300910,,developmental,SQE,,1-Jan-91,,
300911,,cancer,LC,,1-Oct-89,0.09,
300911,,developmental,SQE,,1-Jan-91,,
300912,,cancer,LC,,1-Oct-89,0.09,
300912,,developmental,SQE,,1-Jan-91,,
300913,,cancer,LC,,1-Oct-89,0.09,
300913,,developmental,SQE,,1-Jan-91,,
300914,,cancer,LC,,1-Oct-89,0.09,
300914,,developmental,SQE,,1-Jan-91,,
300915,,cancer,LC,,1-Oct-89,0.09,
300915,,developmental,SQE,,1-Jan-91,,
300916,,cancer,LC,,1-Oct-89,0.09,
300916,,developmental,SQE,,1-Jan-91,,
300917,,cancer,LC,,1-Oct-89,0.09,
300917,,developmental,SQE,,1-Jan-91,,
300918,,cancer,LC,,1-Oct-89,0.09,
300918,,developmental,SQE,,1-Jan-91,,
300919,,cancer,LC,,1-Oct-89,0.09,
300919,,developmental,SQE,,1-Jan-91,,
300920,,cancer,LC,,1-Oct-89,0.09,
300920,,developmental,SQE,,1-Jan-91,,
300921,,cancer,LC,,1-Oct-89,0.09,
300921,,developmental,SQE,,1-Jan-91,,
300922,,cancer,LC,,1-Oct-89,0.09,
300922,,developmental,SQE,,1-Jan-91,,
300923,,cancer,LC,,1-Oct-89,0.09,
300923,,developmental,SQE,,1-Jan-91,,
300924,,cancer,LC,,1-Oct-89,0.09,
300924,,developmental,SQE,,1-Jan-91,,
300925,,cancer,LC,,1-Oct-89,0.09,
300925,,developmental,SQE,,1-Jan-91,,
300926,,cancer,LC,,1-Oct-89,0.09,
300926,,developmental,SQE,,1-Jan-91,,
300927,,cancer,LC,,1-Oct-89,0.09,
300927,,developmental,SQE,,1-Jan-91,,
300928,,cancer,LC,,1-Oct-89,0.09,
300928,,developmental,SQE,,1-Jan-91,,
300929,,cancer,LC,,1-Oct-89,0.09,
300929,,developmental,SQE,,1-Jan-91,,
300930,,cancer,LC,,1-Oct-89,0.09,
300930,,developmental,SQE,,1-Jan-91,,
300931,,cancer,LC,,1-Oct-89,0.09,
300931,,developmental,SQE,,1-Jan-91,,
300932,,cancer,LC,,1-Oct-89,0.09,
300932,,developmental,SQE,,1-Jan-91,,
300933,,cancer,LC,,1-Oct-89,0.09,
300933,,developmental,SQE,,1-Jan-91,,
300934,,cancer,LC,,1-Oct-89,0.09,
300934,,developmental,SQE,,1-Jan-91,,
300935,,cancer,LC,,1-Oct-89,0.09,
300935,,developmental,SQE,,1-Jan-91,,
300936,,cancer,LC,,1-Oct-89,0.09,
300936,,developmental,SQE,,1-Jan-91,,
300937,,cancer,LC,,1-Oct-89,0.09,
300937,,developmental,SQE,,1-Jan-91,,
300938,,cancer,LC,,1-Oct-89,0.09,
300938,,developmental,SQE,,1-Jan-91,,
300939,,cancer,LC,,1-Oct-89,0.09,
300939,,developmental,SQE,,1-Jan-91,,
300940,,cancer,LC,,1-Oct-89,0.09,
300940,,developmental,SQE,,1-Jan-91,,
300941,,cancer,LC,,1-Oct-89,0.09,
300941,,developmental,SQE,,1-Jan-91,,
300942,,cancer,LC,,1-Oct-89,0.09,
300942,,developmental,SQE,,1-Jan-91,,
300943,,cancer,LC,,1-Oct-89,0.09,
300943,,developmental,SQE,,1-Jan-91,,
300944,,cancer,LC,,1-Oct-89,0.09,
300944,,developmental,SQE,,1-Jan-91,,
300979,,cancer,LC,,1-Oct-89,0.09,
300979,,developmental,SQE,,1-Jan-91,,
300993,,cancer,LC,,1-Oct-89,0.09,
300993,,developmental,SQE,,1-Jan-91,,
300994,,cancer,LC,,1-Oct-89,0.09,
300994,,developmental,SQE,,1-Jan-91,,
300995,,cancer,LC,,1-Oct-89,0.09,
300995,,developmental,SQE,,1-Jan-91,,
300996,,cancer,LC,,1-Oct-89,0.09,
300996,,developmental,SQE,,1-Jan-91,,
300997,,cancer,LC,,1-Oct-89,0.09,
300997,,developmental,SQE,,1-Jan-91,,
300998,,cancer,LC,,1-Oct-89,0.09,
300998,,developmental,SQE,,1-Jan-91,,
300999,,cancer,LC,,1-Oct-89,0.09,
300999,,developmental,SQE,,1-Jan-91,,
301000,,cancer,LC,,1-Oct-89,0.09,
301000,,developmental,SQE,,1-Jan-91,,
301001,,cancer,LC,,1-Oct-89,0.09,
301001,,developmental,SQE,,1-Jan-91,,
301002,,cancer,LC,,1-Oct-89,0.09,
301002,,developmental,SQE,,1-Jan-91,,
301003,,cancer,LC,,1-Oct-89,0.09,
301003,,developmental,SQE,,1-Jan-91,,
301004,,cancer,LC,,1-Oct-89,0.09,
301004,,developmental,SQE,,1-Jan-91,,
301005,,cancer,LC,,1-Oct-89,0.09,
301005,,developmental,SQE,,1-Jan-91,,
301006,,cancer,LC,,1-Oct-89,0.09,
301006,,developmental,SQE,,1-Jan-91,,
301007,,cancer,LC,,1-Oct-89,0.09,
301007,,developmental,SQE,,1-Jan-91,,
301008,,cancer,LC,,1-Oct-89,0.09,
301008,,developmental,SQE,,1-Jan-91,,
301009,,cancer,LC,,1-Oct-89,0.09,
301009,,developmental,SQE,,1-Jan-91,,
301010,,cancer,LC,,1-Oct-89,0.09,
301010,,developmental,SQE,,1-Jan-91,,
301011,,cancer,LC,,1-Oct-89,0.09,
301011,,developmental,SQE,,1-Jan-91,,
301017,,cancer,LC,,1-Oct-89,0.09,
301017,,developmental,SQE,,1-Jan-91,,
301018,,cancer,LC,,1-Oct-89,0.09,
301018,,developmental,SQE,,1-Jan-91,,
301019,,cancer,LC,,1-Oct-89,0.09,
301019,,developmental,SQE,,1-Jan-91,,
301020,,cancer,LC,,1-Oct-89,0.09,
301020,,developmental,SQE,,1-Jan-91,,
301021,,cancer,LC,,1-Oct-89,0.09,
301021,,developmental,SQE,,1-Jan-91,,
301022,,cancer,LC,,1-Oct-89,0.09,
301022,,developmental,SQE,,1-Jan-91,,
301023,,cancer,LC,,1-Oct-89,0.09,
301023,,developmental,SQE,,1-Jan-91,,
301024,,cancer,LC,,1-Oct-89,0.09,
301024,,developmental,SQE,,1-Jan-91,,
301025,,cancer,LC,,1-Oct-89,0.09,
301025,,developmental,SQE,,1-Jan-91,,
301026,,cancer,LC,,1-Oct-89,0.09,
301026,,developmental,SQE,,1-Jan-91,,
301027,,cancer,LC,,1-Oct-89,0.09,
301027,,developmental,SQE,,1-Jan-91,,
301028,,cancer,LC,,1-Oct-89,0.09,
301028,,developmental,SQE,,1-Jan-91,,
301029,,cancer,LC,,1-Oct-89,0.09,
301029,,developmental,SQE,,1-Jan-91,,
301030,,cancer,LC,,1-Oct-89,0.09,
301030,,developmental,SQE,,1-Jan-91,,
301031,,cancer,LC,,1-Oct-89,0.09,
301031,,developmental,SQE,,1-Jan-91,,
301032,,cancer,LC,,1-Oct-89,0.09,
301032,,developmental,SQE,,1-Jan-91,,
301033,,cancer,LC,,1-Oct-89,0.09,
301033,,developmental,SQE,,1-Jan-91,,
301034,,cancer,LC,,1-Oct-89,0.09,
301034,,developmental,SQE,,1-Jan-91,,
301035,,cancer,LC,,1-Oct-89,0.09,
301035,,developmental,SQE,,1-Jan-91,,
301036,,cancer,LC,,1-Oct-89,0.09,
301036,,developmental,SQE,,1-Jan-91,,
301037,,cancer,LC,,1-Oct-89,0.09,
301037,,developmental,SQE,,1-Jan-91,,
301038,,cancer,LC,,1-Oct-89,0.09,
301038,,developmental,SQE,,1-Jan-91,,
301039,,cancer,LC,,1-Oct-89,0.09,
301039,,developmental,SQE,,1-Jan-91,,
301040,,cancer,LC,,1-Oct-89,0.09,
301040,,developmental,SQE,,1-Jan-91,,
301041,,cancer,LC,,1-Oct-89,0.09,
301041,,developmental,SQE,,1-Jan-91,,
301042,,cancer,LC,,1-Oct-89,0.09,
301042,,developmental,SQE,,1-Jan-91,,
301043,,cancer,LC,,1-Oct-89,0.09,
301043,,developmental,SQE,,1-Jan-91,,
301044,,cancer,LC,,1-Oct-89,0.09,
301044,,developmental,SQE,,1-Jan-91,,
301045,,cancer,LC,,1-Oct-89,0.09,
301045,,developmental,SQE,,1-Jan-91,,
301046,,cancer,LC,,1-Oct-89,0.09,
301046,,developmental,SQE,,1-Jan-91,,
301047,,cancer,LC,,1-Oct-89,0.09,
301047,,developmental,SQE,,1-Jan-91,,
301048,,cancer,LC,,1-Oct-89,0.09,
301048,,developmental,SQE,,1-Jan-91,,
301049,,cancer,LC,,1-Oct-89,0.09,
301049,,developmental,SQE,,1-Jan-91,,
301050,,cancer,LC,,1-Oct-89,0.09,
301050,,developmental,SQE,,1-Jan-91,,
301051,,cancer,LC,,1-Oct-89,0.09,
301051,,developmental,SQE,,1-Jan-91,,
301052,,cancer,LC,,1-Oct-89,0.09,
301052,,developmental,SQE,,1-Jan-91,,
301053,,cancer,LC,,1-Oct-89,0.09,
301053,,developmental,SQE,,1-Jan-91,,
301054,,cancer,LC,,1-Oct-89,0.09,
301054,,developmental,SQE,,1-Jan-91,,
301055,,cancer,LC,,1-Oct-89,0.09,
301055,,developmental,SQE,,1-Jan-91,,
301056,,cancer,LC,,1-Oct-89,0.09,
301056,,developmental,SQE,,1-Jan-91,,
301057,,cancer,LC,,1-Oct-89,0.09,
301057,,developmental,SQE,,1-Jan-91,,
301058,,cancer,LC,,1-Oct-89,0.09,
301058,,developmental,SQE,,1-Jan-91,,
301059,,cancer,LC,,1-Oct-89,0.09,
301059,,developmental,SQE,,1-Jan-91,,
301060,,cancer,LC,,1-Oct-89,0.09,
301060,,developmental,SQE,,1-Jan-91,,
301061,,cancer,LC,,1-Oct-89,0.09,
301061,,developmental,SQE,,1-Jan-91,,
301062,,cancer,LC,,1-Oct-89,0.09,
301062,,developmental,SQE,,1-Jan-91,,
301063,,cancer,LC,,1-Oct-89,0.09,
301063,,developmental,SQE,,1-Jan-91,,
301064,,cancer,LC,,1-Oct-89,0.09,
301064,,developmental,SQE,,1-Jan-91,,
301065,,cancer,LC,,1-Oct-89,0.09,
301065,,developmental,SQE,,1-Jan-91,,
301066,,cancer,LC,,1-Oct-89,0.09,
301066,,developmental,SQE,,1-Jan-91,,
301067,,cancer,LC,,1-Oct-89,0.09,
301067,,developmental,SQE,,1-Jan-91,,
301068,,cancer,LC,,1-Oct-89,0.09,
301068,,developmental,SQE,,1-Jan-91,,
301069,,cancer,LC,,1-Oct-89,0.09,
301069,,developmental,SQE,,1-Jan-91,,
301070,,cancer,LC,,1-Oct-89,0.09,
301070,,developmental,SQE,,1-Jan-91,,
301071,,cancer,LC,,1-Oct-89,0.09,
301071,,developmental,SQE,,1-Jan-91,,
301072,,cancer,LC,,1-Oct-89,0.09,
301072,,developmental,SQE,,1-Jan-91,,
301073,,cancer,LC,,1-Oct-89,0.09,
301073,,developmental,SQE,,1-Jan-91,,
301074,,cancer,LC,,1-Oct-89,0.09,
301074,,developmental,SQE,,1-Jan-91,,
301075,,cancer,LC,,1-Oct-89,0.09,
301075,,developmental,SQE,,1-Jan-91,,
301076,,cancer,LC,,1-Oct-89,0.09,
301076,,developmental,SQE,,1-Jan-91,,
301077,,cancer,LC,,1-Oct-89,0.09,
301077,,developmental,SQE,,1-Jan-91,,
301078,,cancer,LC,,1-Oct-89,0.09,
301078,,developmental,SQE,,1-Jan-91,,
301079,,cancer,LC,,1-Oct-89,0.09,
301079,,developmental,SQE,,1-Jan-91,,
301080,,cancer,LC,,1-Oct-89,0.09,
301080,,developmental,SQE,,1-Jan-91,,
301081,,cancer,LC,,1-Oct-89,0.09,
301081,,developmental,SQE,,1-Jan-91,,
301082,,cancer,LC,,1-Oct-89,0.09,
301082,,developmental,SQE,,1-Jan-91,,
301083,,cancer,LC,,1-Oct-89,0.09,
301083,,developmental,SQE,,1-Jan-91,,
301084,,cancer,LC,,1-Oct-89,0.09,
301084,,developmental,SQE,,1-Jan-91,,
301085,,cancer,LC,,1-Oct-89,0.09,
301085,,developmental,SQE,,1-Jan-91,,
301086,,cancer,LC,,1-Oct-89,0.09,
301086,,developmental,SQE,,1-Jan-91,,
301087,,cancer,LC,,1-Oct-89,0.09,
301087,,developmental,SQE,,1-Jan-91,,
301088,,cancer,LC,,1-Oct-89,0.09,
301088,,developmental,SQE,,1-Jan-91,,
301089,,cancer,LC,,1-Oct-89,0.09,
301089,,developmental,SQE,,1-Jan-91,,
301090,,cancer,LC,,1-Oct-89,0.09,
301090,,developmental,SQE,,1-Jan-91,,
301091,,cancer,LC,,1-Oct-89,0.09,
301091,,developmental,SQE,,1-Jan-91,,
301092,,cancer,LC,,1-Oct-89,0.09,
301092,,developmental,SQE,,1-Jan-91,,
301096,,cancer,AB,,1-Jan-91,110,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/26xylidinensrlaug2002.pdf
301111,,developmental ,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/pkg11a1.pdf,30-Mar-99,,
301111,,cancer ,SQE,,5-Oct-05,,
301114,,cancer,AB,,1-Jan-90,4000,
301116,,cancer,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/abpkg6c.pdf,4-Aug-00,,
301125,,cancer,AB,,1-Jan-88,20,http://www.oehha.ca.gov/prop65/pdf/expcancer.pdf
301125,,developmental,SQE,,1-Jan-93,,
301134,,cancer,LC,http://oehha.ca.gov/proposition-65/crnr/notice-intent-list-benzophenone-coconut-oil-diethanolamine-condensate-cocamide,22-Jun-12,,
301137,,cancer,SQE,,1-Jan-89,,
301197,,cancer,AB,,1-Jan-90,20,
301198,,cancer ,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/noilabpkg31a050208.pdf,1-Jul-08,,
301211,,cancer,SQE,,1-Jan-89,,
301224,,"female, male ",AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/p7aniljs.pdf,6-Nov-98,,
301288,,cancer,SQE,,1-Jan-89,200,
301298,,cancer ,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/899not.pdf,20-Aug-99,,
301298,,developmental ,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/p7aniljs.pdf,6-Nov-98,,
301300,,cancer,AB,,1-Oct-94,,
301322,,cancer,AB,http://oehha.ca.gov/media/downloads/proposition-65/noilimazalil120310.pdf,20-May-11,11,http://oehha.ca.gov/media/downloads/crnr/090911isorimazalil.pdf
301327,,cancer,AB,http://www.oehha.ca.gov/prop65/CRNR_notices/admin_listing/intent_to_list/noilAbpkg40.html,25-Feb-11,,
301364,,developmental ,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/pkg11a3.pdf,18-May-99,,
301371,,developmental ,AB                        ,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/noilabp1.pdf,5-Mar-99,,
301371,,cancer ,AB,http://oehha.ca.gov/proposition-65/crnr/notice-intent-list-diclofop-methyl-and-epoxiconazole,6-Apr-10,,
301373,,cancer,AB,,1-Oct-94,,
301373,,developmental ,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/pkg11b1.pdf,15-Jun-99,,
301377,,cancer ,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/noilabpkg31a050208.pdf,1-Jul-08,,
301377,,developmental ,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/p7aniljs.pdf,6-Nov-98,,
301379,,cancer,AB,http://oehha.ca.gov/media/downloads/crnr/noilabpkg36.pdf,15-Apr-11,,
301384,,developmental ,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/pkg11a2.pdf,27-Apr-99,,
301393,,cancer ,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/abpkg6b.pdf,2-Jun-00,,
301404,,developmental ,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/pkg11a1.pdf,30-Mar-99,,
301407,,cancer,SQE,,1-Jan-88,0.02,http://www.oehha.ca.gov/prop65/pdf/expcancer.pdf
301411,,cancer,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/noilpkg31b071108.pdf,12-Sep-08,,
301413,,cancer,SQE,,1-Jan-88,,
301415,,cancer,SQE,,1-Sep-96,,
301420,,male ,SQE,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/pkg11a2.pdf,24-Dec-99,590,http://oehha.ca.gov/media/downloads/crnr/quizalofop-ethyl20madlfinal.pdf
301438,,cancer,AB,,1-Jan-90,3,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/expcancer.pdf
301460,,"developmental, female",AB,http://oehha.ca.gov/proposition-65/crnr/notice-intent-list-atrazine-propazine-simazine-and-their-chlorometabolites-dact,15-Jul-16,,
301477,,cancer,AB,,1-Apr-92,,
301513,,cancer,AB,,1-May-96,,
301543,,cancer,AB,http://oehha.ca.gov/media/downloads/crnr/noilabpkg19a1.pdf,22-Dec-00,,
301569,,cancer ,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/noilabpkg31a050208.pdf,1-Jul-08,,
301579,,cancer ,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/noilpkg22b.pdf,1-Jun-07,,
301581,,cancer,SQE,,1-Jan-88,0.6,
301587,,cancer,AB,http://www.oehha.ca.gov/prop65/CRNR_notices/admin_listing/intent_to_list/120211_ABpkg37b.html,3-Feb-12,,
301593,,cancer,SQE,,1-Jul-87,0.2,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/expcancer.pdf
301598,,cancer,SQE,,1-Jan-88,0.02,
301598,,developmental,AB,,1-Oct-94,,
301606,,"female, male ",AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/noilpkg21phthalates.pdf,2-Dec-05,2200 (oral),http://oehha.ca.gov/media/downloads/proposition-65/chemicals/dhpmadl051608.pdf
301612,,cancer,SQE,,1-Jan-88,0.6,
301620,,cancer ,AB,http://oehha.ca.gov/proposition-65/crnr/notice-intent-list-31-chemicals,15-May-98,,
301637,,cancer,SQE,,1-Jan-88,0.6,
301647,,cancer,SQE,,1-Jan-89,,
301648,,cancer,SQE,,1-Jan-88,0.02,
301648,,developmental,AB,,1-Oct-94,,
301656,,developmental ,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/noilabp1.pdf,26-Mar-99,,
301658,,cancer,AB,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/noilabpkg34spirocarb.pdf,8-Oct-10,,
301680,,cancer,SQE,,1-Jan-88,0.02,
301680,,developmental,AB,,1-Oct-94,,
301705,,cancer,AB,http://www.oehha.ca.gov/prop65/CRNR_notices/admin_listing/intent_to_list/NOILABpkg37a.html,22-Mar-11,,
301727,,cancer,AB,,1-Oct-90,,
301733,,cancer,AB,,1-Oct-90,,
301737,,cancer,LC,http://oehha.ca.gov/proposition-65/crnr/notice-intent-list-chemicals-labor-code-mechanism-alpha-methylstyrene-and-13,2-Nov-12,,
301871,,cancer,LC,,1-Oct-89,0.09,
301871,,developmental,SQE,,1-Jan-91,,
301873,,cancer,LC,,1-Oct-89,0.09,
301873,,developmental,SQE,,1-Jan-91,,
301875,,cancer,LC,,1-Oct-89,0.09,
301875,,developmental,SQE,,1-Jan-91,,
301876,,cancer,LC,,1-Oct-89,0.09,
301876,,developmental,SQE,,1-Jan-91,,
301877,,cancer,LC,,1-Oct-89,0.09,
301877,,developmental,SQE,,1-Jan-91,,
301878,,cancer,LC,,1-Oct-89,0.09,
301878,,developmental,SQE,,1-Jan-91,,
301880,,cancer,LC,,1-Oct-89,0.09,
301880,,developmental,SQE,,1-Jan-91,,
301881,,cancer,LC,,1-Oct-89,0.09,
301881,,developmental,SQE,,1-Jan-91,,
301882,,cancer,LC,,1-Oct-89,0.09,
301882,,developmental,SQE,,1-Jan-91,,
301883,,cancer,LC,,1-Oct-89,0.09,
301883,,developmental,SQE,,1-Jan-91,,
